publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Cerebral Cortex	1047-3211	1460-2199	1991	1		2015	25		http://cercor.oxfordjournals.org		cercor		fulltext		Oxford University Press	serial								
Chemical Senses	0379-864X	1464-3553	1974	1		2015	40		http://chemse.oxfordjournals.org		chemse		fulltext		Oxford University Press	serial								
Journal of Chromatographic Science	0021-9665	1945-239X	1963	34		2015	53		http://jcs.oxfordjournals.org		chromsci		fulltext		Oxford University Press	serial								
Clinical Infectious Diseases	1058-4838	1537-6591	1979	22		2015	61		http://cid.oxfordjournals.org		cid		fulltext		The University of Chicago Press	serial								
Current Legal Problems	0070-1998	2044-8422	1948	1		2015	68		http://clp.oxfordjournals.org		clp		fulltext		Oxford University Press	serial								
ITNOW	1746-5702	1746-5710	1995	37		2015	57		http://itnow.oxfordjournals.org		combul		fulltext		Oxford University Press	serial								
The Computer Journal	0010-4620	1460-2067	1958	1		2015	58		http://comjnl.oxfordjournals.org		computer_journal		fulltext		Oxford University Press	serial								
Contributions to Political Economy	0277-5921	1464-3588	1982	1		2015	34		http://cpe.oxfordjournals.org		conpec		fulltext		Oxford University Press	serial								
British Journal of Criminology	0007-0955	1464-3529	1960	1		2015	55		http://bjc.oxfordjournals.org		crimin		fulltext		Oxford University Press	serial								
Children & Schools	1532-8759	1545-682X	1978	1		2015	37		http://cs.oxfordjournals.org		cs		fulltext		Oxford University Press	serial								
Journal of Design History	0952-4649	1741-7279	1988	1		2015	28		http://jdh.oxfordjournals.org		design		fulltext		Oxford University Press	serial								
Diplomatic History	0145-2096	1467-7709	1977	1		2015	39		http://dh.oxfordjournals.org		dh		fulltext		Blackwell Publishing Ltd	serial								
Digital Scholarship in the Humanities	2055-7671	2055-768X	2015	30		2015	30		http://dsh.oxfordjournals.org		dsh		fulltext		Oxford University Press	serial								
Early Music	0306-1078	1741-7260	1973	1		2015	43		http://em.oxfordjournals.org		earlyj		fulltext		Oxford University Press	serial								
Economic Policy	0266-4658	1468-0327	1985	18		2015	30		http://economicpolicy.oxfordjournals.org		economicpolicy		fulltext		Oxford University Press	serial								
Oxford Review of Economic Policy	0266-903X	1460-2121	1985	1		2015	31		http://oxrep.oxfordjournals.org		ecopol		fulltext		Oxford University Press	serial								
Environmental Entomology	0046-225X	1938-2936	1972	25		2015	44		http://ee.oxfordjournals.org		ee		fulltext		Oxford University Press	serial								
European Journal of Cardio-Thoracic Surgery	1010-7940	1873-734X	1981	1		2015	48		http://ejcts.oxfordjournals.org		ejcts		fulltext		Elsevier Science B.V.	serial								
ELT Journal	0951-0893	1477-4526	1946	1		2015	69		http://eltj.oxfordjournals.org		eltj		fulltext		Oxford University Press	serial								
The English Historical Review	0013-8266	1477-4534	1886	1		2015	130		http://ehr.oxfordjournals.org		enghis		fulltext		Oxford University Press	serial								
English	0013-8215	1756-1124	1936	1		2015	64		http://english.oxfordjournals.org		english		fulltext		The English Association	serial								
Journal of Environmental Law	0952-8873	1464-374X	1989	1		2015	27		http://jel.oxfordjournals.org		envlaw		fulltext		Oxford University Press	serial								
The European Journal of Orthodontics	0141-5387	1460-2210	1979	1		2015	37		http://ejo.oxfordjournals.org		eortho		fulltext		Oxford University Press	serial								
Epidemiologic Reviews	0193-936X	1478-6729	1997	19		2015	37		http://epirev.oxfordjournals.org		epirev		fulltext		Oxford University Press	serial								
European Review of Agricultural Economics	0165-1587	1464-3618	1973	1		2015	42		http://erae.oxfordjournals.org		erae		fulltext		Oxford University Press	serial								
Essays in Criticism	0014-0856	1471-6852	1951	1		2015	65		http://eic.oxfordjournals.org		escrit		fulltext		Oxford University Press	serial								
European Heart Journal	0195-668X	1522-9645	1980	1		2015	36		http://eurheartj.oxfordjournals.org		eurheartj		fulltext		Oxford University Press	serial								
The European Journal of Public Health	1101-1262	1464-360X	1991	1		2015	25		http://eurpub.oxfordjournals.org		eurpub		fulltext		Oxford University Press	serial								
European Sociological Review	0266-7215	1468-2672	1985	1		2015	31		http://esr.oxfordjournals.org		eursoj		fulltext		Oxford University Press	serial								
Journal of Experimental Botany	0022-0957	1460-2431	1950	1		2015	66		http://jxb.oxfordjournals.org		exbotj		fulltext		Oxford University Press	serial								
Family Practice	0263-2136	1460-2229	1984	1		2015	32		http://fampra.oxfordjournals.org		famprj		fulltext		Oxford University Press	serial								
FEMS Microbiology Ecology		1574-6941	1985	19		2015	91		http://femsec.oxfordjournals.org		femsec		fulltext		Blackwell Publishing Ltd	serial								
FEMS Microbiology Letters	0378-1097	1574-6968	1977	135		2015	362		http://femsle.oxfordjournals.org		femsle		fulltext		Blackwell Publishing Ltd	serial								
Pathogens and Disease	2049-632X		1988	70		2015	73		http://femspd.oxfordjournals.org		femspd		fulltext		Blackwell Publishing Ltd	serial								
FEMS Microbiology Reviews		1574-6976	1985	18		2015	39		http://femsre.oxfordjournals.org		femsre		fulltext		Blackwell Publishing Ltd	serial								
Forestry	0015-752X	1464-3626	1940	14		2015	88		http://forestry.oxfordjournals.org		foresj		fulltext		Oxford University Press	serial								
Forum for Modern Language Studies	0015-8518	1471-6860	1965	1		2015	51		http://fmls.oxfordjournals.org		formod		fulltext		Oxford University Press	serial								
French Studies Bulletin	0262-2750	1748-9180	1981	1		2015	36		http://fsb.oxfordjournals.org		frebul		fulltext		Oxford University Press	serial								
French History	0269-1191	1477-4542	1987	1		2015	29		http://fh.oxfordjournals.org		french		fulltext		Oxford University Press	serial								
French Studies	0016-1128	1468-2931	1947	1		2015	69		http://fs.oxfordjournals.org		frestu		fulltext		Oxford University Press	serial								
The Journals of Gerontology Series A: Biological Sciences and Medical Sciences	1079-5006	1758-535X	1995	50		2015	70		http://biomedgerontology.oxfordjournals.org		gerona		fulltext		Oxford University Press	serial								
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences	1079-5014	1758-5368	1995	50		2015	70		http://psychsocgerontology.oxfordjournals.org		geronb		fulltext		Oxford University Press	serial								
The Gerontologist	0016-9013	1758-5341	1961	1		2015	55		http://gerontologist.oxfordjournals.org		geront		fulltext		Oxford University Press	serial								
German History	0266-3554	1477-089X	1984	1		2015	33		http://gh.oxfordjournals.org		gh		fulltext		Oxford University Press	serial								
Geophysical Journal International	0956-540X	1365-246X	1958	124		2015	203		http://gji.oxfordjournals.org		gji		fulltext		Blackwell Publishing Ltd	serial								
Glycobiology	0959-6658	1460-2423	1990	1		2015	25		http://glycob.oxfordjournals.org		glycob		fulltext		Oxford University Press	serial								
Health Education Research	0268-1153	1465-3648	1986	1		2015	30		http://her.oxfordjournals.org		healed		fulltext		Oxford University Press	serial								
Health Policy and Planning	0268-1080	1460-2237	1986	1		2015	30		http://heapol.oxfordjournals.org		heapol		fulltext		Oxford University Press	serial								
Health Promotion International	0957-4824	1460-2245	1986	1		2015	30		http://heapro.oxfordjournals.org		heapro		fulltext		Oxford University Press	serial								
Journal of the History of Collections	0954-6650	1477-8564	1989	11		2015	27		http://jhc.oxfordjournals.org		hiscol		fulltext		Oxford University Press	serial								
History Workshop Journal	1363-3554	1477-4569	1976	1		2015			http://hwj.oxfordjournals.org		hiwork		fulltext		Oxford University Press	serial								
Human Molecular Genetics	0964-6906	1460-2083	1992	1		2015	24		http://hmg.oxfordjournals.org		hmg		fulltext		Oxford University Press	serial								
Holocaust and Genocide Studies	8756-6583	1476-7937	1986	1		2015	29		http://hgs.oxfordjournals.org		holgen		fulltext		Oxford University Press	serial								
Health & Social Work	0360-7283	1545-6854	1981	1		2015	40		http://hsw.oxfordjournals.org		hsw		fulltext		Oxford University Press	serial								
Human Reproduction	0268-1161	1460-2350	1986	1		2015	30		http://humrep.oxfordjournals.org		humrep		fulltext		Oxford University Press	serial								
Human Reproduction Update	1355-4786	1460-2369	1995	1		2015	21		http://humupd.oxfordjournals.org		humupd		fulltext		Oxford University Press	serial								
Integrative and Comparative Biology	1540-7063	1557-7023	1961	1		2015	55		http://icb.oxfordjournals.org		icb		fulltext		Oxford University Press	serial								
ICES Journal of Marine Science	1054-3139	1095-9289	1903	1		2015	72		http://icesjms.oxfordjournals.org		icesjms		fulltext		Oxford University Press	serial								
ICSID Review	0258-3690	2049-1999	1986	12		2015	30		http://icsidreview.oxfordjournals.org		icsidreview		fulltext		Oxford University Press	serial								
Logic Journal of IGPL	1367-0751	1368-9894	1993	1		2015	23		http://jigpal.oxfordjournals.org		igpl		fulltext		Oxford University Press	serial								
International Journal of Epidemiology	0300-5771	1464-3685	1972	1		2015	44		http://ije.oxfordjournals.org		ije		fulltext		Oxford University Press	serial								
IMA Journal of Management Mathematics	1471-678X	1471-6798	1986	1		2015	26		http://imaman.oxfordjournals.org		imaman		fulltext		Oxford University Press	serial								
IMA Journal of Applied Mathematics	0272-4960	1464-3634	1965	1		2015	80		http://imamat.oxfordjournals.org		imamat		fulltext		Oxford University Press	serial								
IMA Journal of Mathematical Control and Information	0265-0754	1471-6887	1984	1		2015	32		http://imamci.oxfordjournals.org		imamci		fulltext		Oxford University Press	serial								
Mathematical Medicine and Biology: A Journal of the IMA	1477-8599	1477-8602	1984	1		2015	32		http://imammb.oxfordjournals.org		imammb		fulltext		Oxford University Press	serial								
IMA Journal of Numerical Analysis	0272-4979	1464-3642	1981	1		2015	35		http://imajna.oxfordjournals.org		imanum		fulltext		Oxford University Press	serial								
International Mathematics Research Notices	1073-7928	1687-0247	1991			2015			http://imrn.oxfordjournals.org		imrn		fulltext		Oxford University Press	serial								
Industrial and Corporate Change	0960-6491	1464-3650	1992	1		2015	24		http://icc.oxfordjournals.org		indcor		fulltext		Oxford University Press	serial								
Industrial Law Journal	0305-9332	1464-3669	1972	1		2015	44		http://ilj.oxfordjournals.org		indlaw		fulltext		Oxford University Press	serial								
International Immunology	0953-8178	1460-2377	1989	1		2015	27		http://intimm.oxfordjournals.org		intimm		fulltext		Oxford University Press	serial								
International Journal of Public Opinion Research	0954-2892	1471-6909	1989	1		2015	27		http://ijpor.oxfordjournals.org		intpor		fulltext		Oxford University Press	serial								
International Journal for Quality in Health Care	1353-4505	1464-3677	1989	1		2015	27		http://intqhc.oxfordjournals.org		intqhc		fulltext		Oxford University Press	serial								
International Journal of Law and Information Technology	0967-0769	1464-3693	1993	1		2015	23		http://ijlit.oxfordjournals.org		inttec		fulltext		Oxford University Press	serial								
Journal of Islamic Studies	0955-2340	1471-6917	1990	1		2015	26		http://jis.oxfordjournals.org		islamj		fulltext		Oxford University Press	serial								
Interdisciplinary Studies in Literature and Environment	1076-0962	1759-1090	1993	1		2015	22		http://isle.oxfordjournals.org		isle		fulltext		University of Nevada Press	serial								
Interacting with Computers	0953-5438	1873-7951	1989	1		2015	27		http://iwc.oxfordjournals.org		iwc		fulltext		Oxford University Press	serial								
Journal of the American Academy of Religion	0002-7189	1477-4585	1933	1		2015	83		http://jaar.oxfordjournals.org		jaarel		fulltext		Oxford University Press	serial								
Journal of Antimicrobial Chemotherapy	0305-7453	1460-2091	1975	1		2015	70		http://jac.oxfordjournals.org		jac		fulltext		Oxford University Press	serial								
Journal of African Economies	0963-8024	1464-3723	1992	1		2015	24		http://jae.oxfordjournals.org		jafeco		fulltext		Oxford University Press	serial								
The Journal of American History	0021-8723	1945-2314	1914	83		2015	102		http://jahist.oxfordjournals.org		jahist		fulltext		Organization of American Historians	serial								
Journal of the History of Medicine and Allied Sciences	0022-5045	1468-4373	1946	1		2015	70		http://jhmas.oxfordjournals.org		jalsci		fulltext		Oxford University Press	serial								
Journal of the American Medical Informatics Association	1067-5027	1527-974X	1994	3		2015	22		http://jamia.oxfordjournals.org		jamia		fulltext		BMJ Group	serial								
Journal of Applied Poultry Research	1056-6171	1537-0437	1992	1		2015	24		http://japr.oxfordjournals.org		japr		fulltext		Oxford University Press	serial								
Journal of Analytical Toxicology	0146-4760	1945-2403	1977	20		2015	39		http://jat.oxfordjournals.org		jat		fulltext		Oxford University Press	serial								
The Journal of Biochemistry	0021-924X	-	1996	119		2015	158		http://jb.oxfordjournals.org		jbchem		fulltext		Oxford University Press	serial								
Journal of Church and State	0021-969X	2040-4867	1959	1		2015	57		http://jcs.oxfordjournals.org		jcs		fulltext		Oxford University Press	serial								
Journal of Economic Entomology	0022-0493	1938-291X	1908	89		2015	108		http://jee.oxfordjournals.org		jee		fulltext		Oxford University Press	serial								
Journal of Heredity	0022-1503	1465-7333	1910	1		2015	106		http://jhered.oxfordjournals.org		jhered		fulltext		Oxford University Press	serial								
The Journal of Infectious Diseases	0022-1899	1537-6613	1904	173		2015	212		http://jid.oxfordjournals.org		jid		fulltext		The University of Chicago Press	serial								
Japanese Journal of Clinical Oncology	0368-2811	1465-3621	1975	5		2015	45		http://jjco.oxfordjournals.org		jjco		fulltext		Oxford University Press	serial								
The Journal of Law, Economics, & Organization	8756-6222	1465-7341	1985	1		2015	31		http://jleo.oxfordjournals.org		jleorg		fulltext		Oxford University Press	serial								
Journal of the London Mathematical Society	0024-6107	1469-7750	1926	1		2015	92		http://jlms.oxfordjournals.org		jlms		fulltext		Oxford University Press	serial								
Journal of Mammalogy	0022-2372	1545-1542	1919	77		2015	96		http://jmammal.oxfordjournals.org		jmammal		fulltext		American Society of Mammalogists	serial								
Journal of Medical Entomology	0022-2585	1938-2928	1964	33		2015	52		http://jme.oxfordjournals.org		jme		fulltext		Oxford University Press	serial								
Microscopy	0022-0744	1477-9986	1996	45		2015	64		http://jmicro.oxfordjournals.org		jmicro		fulltext		Oxford University Press	serial								
The Journal of Medicine and Philosophy	0360-5310	1744-5019	1976	1		2015	40		http://jmp.oxfordjournals.org		jmp		fulltext		Oxford University Press	serial								
Journal of Music Therapy	0022-2917	2053-7395	1964	1		2015	52		http://jmt.oxfordjournals.org		jmt		fulltext		American Music Therapy Association	serial								
Journal of the National Cancer Institute	0027-8874	1460-2105	1988	80		2015	107		http://jnci.oxfordjournals.org		jnci		fulltext		Oxford University Press	serial								
Journal of Public Administration Research and Theory	1053-1858	1477-9803	1991	1		2015	25		http://jpart.oxfordjournals.org		jopart		fulltext		Oxford University Press	serial								
Journal of Pediatric Psychology	0146-8693	1465-735X	1976	1		2015	40		http://jpepsy.oxfordjournals.org		jpepsy		fulltext		Oxford University Press	serial								
Journal of Social History	0022-4529	1527-1897	1967	30		2015	49		http://jsh.oxfordjournals.org		jsh		fulltext		Oxford University Press	serial								
International Journal of Law, Policy and the Family	1360-9939	1464-3707	1987	1		2015	29		http://lawfam.oxfordjournals.org		lawfam		fulltext		Oxford University Press	serial								
The Leo Baeck Institute Yearbook	0075-8744	1758-437X	1956	1		2015	60		http://leobaeck.oxfordjournals.org		lbaeck		fulltext		The Leo Baeck Institute	serial								
International Journal of Lexicography	0950-3846	1477-4577	1988	1		2015	28		http://ijl.oxfordjournals.org		lexico		fulltext		Oxford University Press	serial								
The Library	0024-2160	1744-8581	1889	1		2015	21		http://library.oxfordjournals.org		libraj		fulltext		Oxford University Press	serial								
Literature and Theology	0269-1205	1477-4623	1987	1		2015	29		http://litthe.oxfordjournals.org		litthe		fulltext		Oxford University Press	serial								
Journal of Logic and Computation	0955-792X	1465-363X	1990	1		2015	25		http://logcom.oxfordjournals.org		logcom		fulltext		Oxford University Press	serial								
OAH Magazine of History	0882-228X	1938-2340	1985	11		2013	27		http://maghis.oxfordjournals.org		maghis		fulltext		Organization of American Historians	serial								
Medical Law Review	0967-0742	1464-3790	1993	1		2015	23		http://medlaw.oxfordjournals.org		medlaw		fulltext		Oxford University Press	serial								
MELUS	0163-755X	1946-3170	1974	1		2015	40		http://melus.oxfordjournals.org		melus		fulltext		The Society for the Study of the Multi-Ethnic Literature of the United States	serial								
Mind	0026-4423	1460-2113	1876	1		2015	124		http://mind.oxfordjournals.org		mind		fulltext		Oxford University Press	serial								
Medical Mycology	1369-3786	1460-2709	1998	36		2015	53		http://mmy.oxfordjournals.org		mmy		fulltext		Informa UK Ltd	serial								
Monthly Notices of the Royal Astronomical Society	0035-8711	1365-2966	1827	1		2015	453		http://mnras.oxfordjournals.org		mnras		fulltext		Blackwell Publishing Ltd	serial								
Modern Judaism	0276-1114	1086-3273	1981	1		2015	35		http://mj.oxfordjournals.org		modjud		fulltext		Oxford University Press	serial								
Molecular Human Reproduction	1360-9947	1460-2407	1995	1		2015	21		http://molehr.oxfordjournals.org		molehr		fulltext		Oxford University Press	serial								
Journal of Molluscan Studies	0260-1230	1464-3766	1986	52		2015	81		http://mollus.oxfordjournals.org		mollus		fulltext		Oxford University Press	serial								
The Monist	0026-9662	2153-3601	1890	1		2015	98		http://monist.oxfordjournals.org		monist		fulltext		Oxford University Press	serial								
Music Therapy Perspectives	0734-6875	2053-7387	1982	1		2015	33		http://mtp.oxfordjournals.org		mtp		fulltext		American Music Therapy Association	serial								
Music Theory Spectrum	0195-6167	1533-8339	1979	1		2015	37		http://mts.oxfordjournals.org		mts		fulltext		University of California Press	serial								
Music and Letters	0027-4224	1477-4631	1920	1		2015	96		http://ml.oxfordjournals.org		musicj		fulltext		Oxford University Press	serial								
The Musical Quarterly	0027-4631	1741-8399	1915	1		2015	98		http://mq.oxfordjournals.org		musqtl		fulltext		Oxford University Press	serial								
Mutagenesis	0267-8357	1464-3804	1986	1		2015	30		http://mutage.oxfordjournals.org		mutage		fulltext		Oxford University Press	serial								
Nucleic Acids Research	0305-1048	1362-4962	1974	1		2015	93		http://nar.oxfordjournals.org		nar		fulltext		Oxford University Press	serial								
Nephrology Dialysis Transplantation	0931-0509	1460-2385	1986	1		2015	30		http://ndt.oxfordjournals.org		ndt		fulltext		Oxford University Press	serial								
Notes and Queries	0029-3970	1471-6941	1849	1		2015	62		http://nq.oxfordjournals.org		notesj		fulltext		Oxford University Press	serial								
Nutrition Reviews	0029-6643	1753-4887	1942	54		2015	73		http://nutritionreviews.oxfordjournals.org		nutritionreviews		fulltext		Oxford University Press	serial								
Occupational Medicine	0962-7480	1471-8405	1948	1		2015	65		http://occmed.oxfordjournals.org		occmed		fulltext		Oxford University Press	serial								
Oxford Economic Papers	0030-7653	1464-3812	1938	1		2015	67		http://oep.oxfordjournals.org		oep		fulltext		Oxford University Press	serial								
The Oral History Review	0094-0798	1533-8592	1973	1		2015	42		http://ohr.oxfordjournals.org		ohr		fulltext		Oxford University Press	serial								
The Opera Quarterly	0736-0053	1476-2870	1983	1		2015	31		http://oq.oxfordjournals.org		operaq		fulltext		Oxford University Press	serial								
Oxford Art Journal	0142-6540	1741-7287	1978	1		2015	38		http://oaj.oxfordjournals.org		oxartj		fulltext		Oxford University Press	serial								
Oxford Journal of Legal Studies	0143-6503	1464-3820	1981	1		2015	35		http://ojls.oxfordjournals.org		oxjlsj		fulltext		Oxford University Press	serial								
Parliamentary Affairs	0031-2290	1460-2482	1947	1		2015	68		http://pa.oxfordjournals.org		parlij		fulltext		Oxford University Press	serial								
Past & Present	0031-2746	1477-464X	1952	1		2015	229		http://past.oxfordjournals.org		past		fulltext		Oxford University Press	serial								
Plant and Cell Physiology	0032-0781	1471-9053	1959	1		2015	56		http://pcp.oxfordjournals.org		pcp		fulltext		Oxford University Press	serial								
Journal of Petrology	0022-3530	1460-2415	1960	1		2015	56		http://petrology.oxfordjournals.org		petroj		fulltext		Oxford University Press	serial								
Philosophia Mathematica	0031-8019	1744-6406	1964	1		2015	23		http://philmat.oxfordjournals.org		philmat		fulltext		Oxford University Press	serial								
The British Journal for the Philosophy of Science	0007-0882	1464-3537	1950	1		2015	66		http://bjps.oxfordjournals.org		phisci		fulltext		Oxford University Press	serial								
Journal of Plankton Research	0142-7873	1464-3774	1979	1		2015	37		http://plankt.oxfordjournals.org		plankt		fulltext		Oxford University Press	serial								
Proceedings of the London Mathematical Society	0024-6115	1460-244X	1865	1		2015	111		http://plms.oxfordjournals.org		plms		fulltext		Oxford University Press	serial								
Political Analysis	1047-1987	1476-4989	1989	1		2015	23		http://pan.oxfordjournals.org		polana		fulltext		Oxford University Press	serial								
Public Opinion Quarterly	0033-362X	1537-5331	1937	1		2015	79		http://poq.oxfordjournals.org		poq		fulltext		Oxford University Press	serial								
The Philosophical Quarterly	0031-8094	1467-9213	1950	1		2015	65		http://pq.oxfordjournals.org		pq		fulltext		Blackwell Publishers Ltd	serial								
Protein Engineering	1741-0126	1741-0134	1986	1		2015	28		http://peds.oxfordjournals.org		proeng		fulltext		Oxford University Press	serial								
Poultry Science	0032-5791	1525-3171	1908	1		2015	94		http://ps.oxfordjournals.org		ps		fulltext		Oxford University Press	serial								
Publius: The Journal of Federalism	0048-5950	1747-7107	1971	1		2015	45		http://publius.oxfordjournals.org		pubjof		fulltext		Oxford University Press	serial								
Journal of Public Health	1741-3842	1741-3850	1990	12		2015	37		http://jpubhealth.oxfordjournals.org		pubmed		fulltext		Oxford University Press	serial								
The Quarterly Journal of Economics	0033-5533	1531-4650	1933	111		2015	130		http://qje.oxfordjournals.org		qje		fulltext		MIT Press	serial								
The Quarterly Journal of Mechanics and Applied Mathematics	0033-5614	1464-3855	1948	1		2015	68		http://qjmam.oxfordjournals.org		qjmamj		fulltext		Oxford University Press	serial								
QJM: An International Journal of Medicine	1460-2725	1460-2393	1907	1		2015	108		http://qjmed.oxfordjournals.org		qjmedj		fulltext		Oxford University Press	serial								
The Quarterly Journal of Mathematics	0033-5606	1464-3847	1932	1		2015	66		http://qjmath.oxfordjournals.org		qmathj		fulltext		Oxford University Press	serial								
Review of Asset Pricing Studies	2045-9920	2045-9939	2011	1		2015	5		http://raps.oxfordjournals.org		raps		fulltext		Oxford University Press	serial								
The Review of Corporate Finance Studies	2046-9128	2046-9136	2012	1		2015	4		http://rcfs.oxfordjournals.org		rcfs		fulltext		Oxford University Press	serial								
International Journal of Refugee Law	0953-8186	1464-3715	1989	1		2015	27		http://ijrl.oxfordjournals.org		reflaw		fulltext		Oxford University Press	serial								
Refugee Survey Quarterly	1020-4067	1471-695X	1982	1		2015	34		http://rsq.oxfordjournals.org		refqtl		fulltext		Oxford University Press	serial								
Journal of Refugee Studies	0951-6328	1471-6925	1988	1		2015	28		http://jrs.oxfordjournals.org		refuge		fulltext		Oxford University Press	serial								
The Review of Economic Studies	0034-6527	1467-937X	1934	63		2015	82		http://restud.oxfordjournals.org		restud		fulltext		Wiley-Blackwell	serial								
Research Evaluation	0958-2029	1471-5449	1991	6		2015	24		http://rev.oxfordjournals.org		rev		fulltext		Beech Tree Publishing	serial								
