publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Bulletin of the Australian Mathematical Society	0004-9727	1755-1633	1969	1		2016	94		http://www.cambridge.org/core/product/identifier/BAZ/type/JOURNAL		BAZ		fulltext		Cambridge University Press	Serial								
Bulletin of the School of Oriental and African Studies	0041-977X	1474-0699	1917	1		2016	79		http://www.cambridge.org/core/product/identifier/BSO/type/JOURNAL		BSO		fulltext		Cambridge University Press	Serial								
Business Ethics Quarterly	1052-150X	2153-3326	1991	1		2016	26		http://www.cambridge.org/core/product/identifier/BEQ/type/JOURNAL		BEQ		fulltext		Cambridge University Press	Serial								
Business History Review	0007-6805	2044-768X	1926	1		2016	90		http://www.cambridge.org/core/product/identifier/BHR/type/JOURNAL		BHR		fulltext		Cambridge University Press	Serial								
Cambridge Archaeological Journal	0959-7743	1474-0540	1991	1		2016	26		http://www.cambridge.org/core/product/identifier/CAJ/type/JOURNAL		CAJ		fulltext		Cambridge University Press	Serial								
Cambridge Classical Journal	1750-2705	2047-993X	1882	1		1951	180		http://www.cambridge.org/core/product/identifier/CCJ/type/JOURNAL		CCJ		fulltext		Cambridge University Press	Serial								
Cambridge Classical Journal	1750-2705	2047-993X	1952	1		2016	62		http://www.cambridge.org/core/product/identifier/CCJ/type/JOURNAL		CCJ		fulltext		Cambridge University Press	Serial								
Cambridge Law Journal	0008-1973	1469-2139	1921	1		2016	75		http://www.cambridge.org/core/product/identifier/CLJ/type/JOURNAL		CLJ		fulltext		Cambridge University Press	Serial								
Cambridge Opera Journal	0954-5867	1474-0621	1989	1		2016	28		http://www.cambridge.org/core/product/identifier/OPR/type/JOURNAL		OPR		fulltext		Cambridge University Press	Serial								
Cambridge Quarterly of Healthcare Ethics	0963-1801	1469-2147	1992	1		2016	25		http://www.cambridge.org/core/product/identifier/CQH/type/JOURNAL		CQH		fulltext		Cambridge University Press	Serial								
Canadian Entomologist	0008-347X	1918-3240	1868	1		2016	148		http://www.cambridge.org/core/product/identifier/TCE/type/JOURNAL		TCE		fulltext		Cambridge University Press	Serial								
Canadian Entomologist: Memoirs of the Entomological Society of Canada	0071-075X	1920-3047	1955	87		1997	129		http://www.cambridge.org/core/product/identifier/MCE/type/JOURNAL		MCE		fulltext		Cambridge University Press	Serial								
Canadian Journal of Economics and Political Science/Revue canadienne de economiques et science politique became Canadian Journal of Political Science/Revue canadienne de science politique CJP	0315-4890	1920-7220	1935	1		1967	33		http://www.cambridge.org/core/product/identifier/CJE/type/JOURNAL		CJE		fulltext		Cambridge University Press	Serial								
Canadian Journal of Law & Jurisprudence	0841-8209	2056-4260	1988	1		2016	29		http://www.cambridge.org/core/product/identifier/CJL/type/JOURNAL		CJL		fulltext		Cambridge University Press	Serial								
Canadian Journal of Law and Society / La Revue Canadienne Droit et Société	0829-3201	1911-0227	1986	1		2016	31		http://www.cambridge.org/core/product/identifier/CLS/type/JOURNAL		CLS		fulltext		Cambridge University Press	Serial								
Canadian Journal of Neurological Sciences	0317-1671	2057-0155	1974	1		2016	43		http://www.cambridge.org/core/product/identifier/CJN/type/JOURNAL		CJN		fulltext		Cambridge University Press	Serial								
Canadian Journal of Political Science/Revue canadienne de science politique	0008-4239	1744-9324	1968	1		2016	49		http://www.cambridge.org/core/product/identifier/CJP/type/JOURNAL		CJP		fulltext		Cambridge University Press	Serial								
Canadian Journal on Aging	0714-9808	1710-1107	1982	1		2016	35		http://www.cambridge.org/core/product/identifier/CJG/type/JOURNAL		CJG		fulltext		Cambridge University Press	Serial								
Cardiology in the Young	1047-9511	1467-1107	1991	1		2016	26		http://www.cambridge.org/core/product/identifier/CTY/type/JOURNAL		CTY		fulltext		Cambridge University Press	Serial								
Central European History	0008-9389	1569-1616	1968	1		2016	49		http://www.cambridge.org/core/product/identifier/CCC/type/JOURNAL		CCC		fulltext		Cambridge University Press	Serial								
Children Australia	1035-0772	2049-7776	1976	1		2015	40		http://www.cambridge.org/core/product/identifier/CHA/type/JOURNAL		CHA		fulltext		Cambridge University Press	Serial								
China Quarterly	0305-7410	1468-2648	1960	1		2016	228		http://www.cambridge.org/core/product/identifier/CQY/type/JOURNAL		CQY		fulltext		Cambridge University Press	Serial								
Church History	0009-6407	1755-2613	1932	1		2016	85		http://www.cambridge.org/core/product/identifier/CHH/type/JOURNAL		CHH		fulltext		Cambridge University Press	Serial								
Church History - previous series - Papers of the American Society of Church History	1079-9028	2163-2162	1889	1		1896	8		http://www.cambridge.org/core/product/identifier/PCH/type/JOURNAL		PCH		fulltext		Cambridge University Press	Serial								
Church History - previous series - Papers of the American Society of Church History	1079-9028	2163-2162	1909	1		1934	9		http://www.cambridge.org/core/product/identifier/PCH/type/JOURNAL		PCH		fulltext		Cambridge University Press	Serial								
Classical Quarterly	0009-8388	1471-6844	1907	1		2016	66		http://www.cambridge.org/core/product/identifier/CAQ/type/JOURNAL		CAQ		fulltext		Cambridge University Press	Serial								
Classical Review	0009-840X	1464-3561	1887	1		2016	66		http://www.cambridge.org/core/product/identifier/CAR/type/JOURNAL		CAR		fulltext		Cambridge University Press	Serial								
CNS Spectrums	1092-8529	2165-6509	1996	1		2016	21		http://www.cambridge.org/core/product/identifier/CNS/type/JOURNAL		CNS		fulltext		Cambridge University Press	Serial								
Combinatorics, Probability & Computing	0963-5483	1469-2163	1992	1		2016	25		http://www.cambridge.org/core/product/identifier/CPC/type/JOURNAL		CPC		fulltext		Cambridge University Press	Serial								
Comparative Studies in Society and History	0010-4175	1475-2999	1958	1		2016	58		http://www.cambridge.org/core/product/identifier/CSS/type/JOURNAL		CSS		fulltext		Cambridge University Press	Serial								
Contemporary European History	0960-7773	1469-2171	1992	1		2016	25		http://www.cambridge.org/core/product/identifier/CEH/type/JOURNAL		CEH		fulltext		Cambridge University Press	Serial								
Continuity and Change	0268-4160	1469-218X	1986	1		2016	31		http://www.cambridge.org/core/product/identifier/CON/type/JOURNAL		CON		fulltext		Cambridge University Press	Serial								
Dance Research Journal	0149-7677	1940-509X	1969	1		2016	48		http://www.cambridge.org/core/product/identifier/DRJ/type/JOURNAL		DRJ		fulltext		Cambridge University Press	Serial								
Development and Psychopathology	0954-5794	1469-2198	1989	1		2016	28		http://www.cambridge.org/core/product/identifier/DPP/type/JOURNAL		DPP		fulltext		Cambridge University Press	Serial								
Dialogue: Canadian Philosophical Review / Revue canadienne de philosophie	0012-2173	1759-0949	1962	1		2016	55		http://www.cambridge.org/core/product/identifier/DIA/type/JOURNAL		DIA		fulltext		Cambridge University Press	Serial								
Early China	0362-5028	2325-2324	1975	1		2016	39		http://www.cambridge.org/core/product/identifier/EAC/type/JOURNAL		EAC		fulltext		Cambridge University Press	Serial								
Early Music History	0261-1279	1474-0559	1981	1		2016	35		http://www.cambridge.org/core/product/identifier/EMH/type/JOURNAL		EMH		fulltext		Cambridge University Press	Serial								
Earth and Environmental Transactions of the Royal Society of Edinburgh	1755-6910	1755-6929	1788	1		2016	107		http://www.cambridge.org/core/product/identifier/TRE/type/JOURNAL		TRE		fulltext		Cambridge University Press	Serial								
Ecclesiastical Law Journal	0956-618X	1751-8539	1987	1		2016	18		http://www.cambridge.org/core/product/identifier/ELJ/type/JOURNAL		ELJ		fulltext		Cambridge University Press	Serial								
Econometric Theory	0266-4666	1469-4360	1998	1		2016	32		http://www.cambridge.org/core/product/identifier/ECT/type/JOURNAL		ECT		fulltext		Cambridge University Press	Serial								
Economics and Philosophy	0266-2671	1474-0028	1985	1		2016	32		http://www.cambridge.org/core/product/identifier/EAP/type/JOURNAL		EAP		fulltext		Cambridge University Press	Serial								
Edinburgh Journal of Botany	0960-4286	1474-0036	1990	47		2015	72		http://www.cambridge.org/core/product/identifier/EJB/type/JOURNAL		EJB		fulltext		Cambridge University Press	Serial								
English Language and Linguistics 	1360-6743	1469-4379	1997	1		2016	20		http://www.cambridge.org/core/product/identifier/ELL/type/JOURNAL		ELL		fulltext		Cambridge University Press	Serial								
English Today	0266-0784	1474-0567	1985	1		2016	32		http://www.cambridge.org/core/product/identifier/ENG/type/JOURNAL		ENG		fulltext		Cambridge University Press	Serial								
Enterprise & Society	1467-2227	1467-2235	2000	1		2016	17		http://www.cambridge.org/core/product/identifier/ESO/type/JOURNAL		ESO		fulltext		Cambridge University Press	Serial								
Environment and Development Economics	1355-770X	1469-4395	1996	1		2016	21		http://www.cambridge.org/core/product/identifier/EDE/type/JOURNAL		EDE		fulltext		Cambridge University Press	Serial								
Environmental Conservation	0376-8929	1469-4387	1974	1		2016	43		http://www.cambridge.org/core/product/identifier/ENC/type/JOURNAL		ENC		fulltext		Cambridge University Press	Serial								
Environmental Practice	1466-0466	1466-0474	1999	1		2015	17		http://www.cambridge.org/core/product/identifier/ENP/type/JOURNAL		ENP		fulltext		Cambridge University Press	Serial								
Epidemiologia e psichiatria sociale. Monograph Supplement - Monograph Supplement series of Epidemiology and Psychiatric Sciences EPS	1827-4331	2059-6332	1997	6		2005	14		http://www.cambridge.org/core/product/identifier/EPX/type/JOURNAL		EPX		fulltext		Cambridge University Press	Serial								
Epidemiology and Infection	0950-2688	1469-4409	1901	1		2016	144		http://www.cambridge.org/core/product/identifier/HYG/type/JOURNAL		HYG		fulltext		Cambridge University Press	Serial								
Epidemiology and Psychiatric Sciences	2045-7960	2045-7979	1992	1		2016	25		http://www.cambridge.org/core/product/identifier/EPS/type/JOURNAL		EPS		fulltext		Cambridge University Press	Serial								
Ergodic Theory and Dynamical Systems	0143-3857	1469-4417	1981	1		2016	36		http://www.cambridge.org/core/product/identifier/ETS/type/JOURNAL		ETS		fulltext		Cambridge University Press	Serial								
Ethics & International Affairs	0892-6794	1747-7093	1987	1		2016	30		http://www.cambridge.org/core/product/identifier/EIA/type/JOURNAL		EIA		fulltext		Cambridge University Press	Serial								
European Journal of Applied Mathematics                 	0956-7925	1469-4425	1990	1		2016	27		http://www.cambridge.org/core/product/identifier/EJM/type/JOURNAL		EJM		fulltext		Cambridge University Press	Serial								
European Review	1062-7987	1474-0575	1993	1		2016	24		http://www.cambridge.org/core/product/identifier/ERW/type/JOURNAL		ERW		fulltext		Cambridge University Press	Serial								
Experimental Agriculture	0014-4797	1469-4441	1965	1		2016	52		http://www.cambridge.org/core/product/identifier/EAG/type/JOURNAL		EAG		fulltext		Cambridge University Press	Serial								
Fetal and Maternal Medicine Review	0965-5395	1469-5065	1989	1		2014	25		http://www.cambridge.org/core/product/identifier/FMR/type/JOURNAL		FMR		fulltext		Cambridge University Press	Serial								
Financial History Review	0968-5650	1474-0052	1994	1		2016	23		http://www.cambridge.org/core/product/identifier/FHR/type/JOURNAL		FHR		fulltext		Cambridge University Press	Serial								
Foreign Policy Bulletin	1052-7036	1745-1302	1990	1		2012	22		http://www.cambridge.org/core/product/identifier/FPB/type/JOURNAL		FPB		fulltext		Cambridge University Press	Serial								
Genetical Research	0016-6723 	1469-5073	1960	1		2015	97		http://www.cambridge.org/core/product/identifier/GRH/type/JOURNAL		GRH		fulltext		Cambridge University Press	Serial								
Geological Magazine	0016-7568	1469-5081	1864	1		2016	153		http://www.cambridge.org/core/product/identifier/GEO/type/JOURNAL		GEO		fulltext		Cambridge University Press	Serial								
Glasgow Mathematical Journal	0017-0895	1469-509X	1952	1		2016	58		http://www.cambridge.org/core/product/identifier/GMJ/type/JOURNAL		GMJ		fulltext		Cambridge University Press	Serial								
Government and Opposition	0017-257X	1477-7053	1965	1		2016	51		http://www.cambridge.org/core/product/identifier/GOV/type/JOURNAL		GOV		fulltext		Cambridge University Press	Serial								
Greece and Rome	0017-3835	1477-4550	1931	1		2016	63		http://www.cambridge.org/core/product/identifier/GAR/type/JOURNAL		GAR		fulltext		Cambridge University Press	Serial								
Harvard Theological Review	0017-8160	1475-4517	1908	1		2016	109		http://www.cambridge.org/core/product/identifier/HTR/type/JOURNAL		HTR		fulltext		Cambridge University Press	Serial								
Hegel Bulletin	2051-5367	2051-5375	1980	1		2016	37		http://www.cambridge.org/core/product/identifier/HGL/type/JOURNAL		HGL		fulltext		Cambridge University Press	Serial								
History in Africa	0361-5413	1558-2744	1974	1		2016	43		http://www.cambridge.org/core/product/identifier/HIA/type/JOURNAL		HIA		fulltext		Cambridge University Press	Serial								
Horizons: The Journal of the College Theology Society	0360-9669	2050-8557	1974	1		2016	43		http://www.cambridge.org/core/product/identifier/HOR/type/JOURNAL		HOR		fulltext		Cambridge University Press	Serial								
Infection Control & Hospital Epidemiology	0899-823X	1559-6834	1980	1		2016	37		http://www.cambridge.org/core/product/identifier/ICE/type/JOURNAL		ICE		fulltext		Cambridge University Press	Serial								
International & Comparative Law Quarterly	0020-5893	1471-6895	1952	1		2016	65		http://www.cambridge.org/core/product/identifier/ILQ/type/JOURNAL		ILQ		fulltext		Cambridge University Press	Serial								
International Journal of Cultural Property	0940-7391	1465-7317	1992	1		2016	23		http://www.cambridge.org/core/product/identifier/JCP/type/JOURNAL		JCP		fulltext		Cambridge University Press	Serial								
International Journal of Middle East Studies	0020-7438	1471-6380	1970	1		2016	48		http://www.cambridge.org/core/product/identifier/MES/type/JOURNAL		MES		fulltext		Cambridge University Press	Serial								
International Journal of Technology Assessment in Health Care	0266-4623	1471-6348	1985	1		2016	32		http://www.cambridge.org/core/product/identifier/THC/type/JOURNAL		THC		fulltext		Cambridge University Press	Serial								
International Journal of Tropical Insect Sciences	1742-7584	1742-7592	1981	1		2015	35		http://www.cambridge.org/core/product/identifier/JTI/type/JOURNAL		JTI		fulltext		Cambridge University Press	Serial								
International Labor and Working-Class History	0147-5479	1471-6445	1972	1		2016	90		http://www.cambridge.org/core/product/identifier/ILW/type/JOURNAL		ILW		fulltext		Cambridge University Press	Serial								
International Organization	0020-8183	1531-5088	1947	1		2016	70		http://www.cambridge.org/core/product/identifier/INO/type/JOURNAL		INO		fulltext		Cambridge University Press	Serial								
International Review of Social History	0020-8590	1469-512X	1956	1		2016	61		http://www.cambridge.org/core/product/identifier/ISH/type/JOURNAL		ISH		fulltext		Cambridge University Press	Serial								
Bulletin of the International Institute of Social History	0921-254X	2056-9084	1937	1		1955	10		http://www.cambridge.org/core/product/identifier/BSH/type/JOURNAL		BSH		fulltext		Cambridge University Press	Serial								
International Review of Social History - related title - International Review for Social History	1873-0841	2056-9092	1936	1		1939	4		http://www.cambridge.org/core/product/identifier/IRS/type/JOURNAL		IRS		fulltext		Cambridge University Press	Serial								
International Review of the Red Cross  - English version	0020-8604 	2059-9218	1961	1		1998	38		http://www.cambridge.org/core/product/identifier/RCE/type/JOURNAL		RCE		fulltext		Cambridge University Press	Serial								
International Review of the Red Cross - current series	1816-3831	1607-5889	1919	1		2016	98		http://www.cambridge.org/core/product/identifier/IRC/type/JOURNAL		IRC		fulltext		Cambridge University Press	Serial								
International Review of the Red Cross - French version - Bulletin International des Societes de la Croix-Rouge	1816-9686	2059-920X	1869	1		1918	49		http://www.cambridge.org/core/product/identifier/BRC/type/JOURNAL		BRC		fulltext		Cambridge University Press	Serial								
International Review of the Red Cross - Spanish version - Revista Internacional de la Cruz Roja	0250-569X	2223-4969	1976	1		1998	23		http://www.cambridge.org/core/product/identifier/RCS/type/JOURNAL		RCS		fulltext		Cambridge University Press	Serial								
IRAQ	0021-0889	2053-4744	1934	1		2016	78		http://www.cambridge.org/core/product/identifier/IRQ/type/JOURNAL		IRQ		fulltext		Cambridge University Press	Serial								
Irish Journal of Psychological Medicine	0790-9667	2051-6967	1989	6		2016	33		http://www.cambridge.org/core/product/identifier/IPM/type/JOURNAL		IPM		fulltext		Cambridge University Press	Serial								
Israel Law Review	0021-2237	2047-9336	1966	1		2016	49		http://www.cambridge.org/core/product/identifier/ISR/type/JOURNAL		ISR		fulltext		Cambridge University Press	Serial								
Itinerario	0165-1153	2041-2827	1977	1		2016	40		http://www.cambridge.org/core/product/identifier/ITI/type/JOURNAL		ITI		fulltext		Cambridge University Press	Serial								
Journal of African History	0021-8537	1469-5138	1960	1		2016	57		http://www.cambridge.org/core/product/identifier/AFH/type/JOURNAL		AFH		fulltext		Cambridge University Press	Serial								
Journal of African Law	0021-8553	1464-3731	1956	1		2016	60		http://www.cambridge.org/core/product/identifier/JAL/type/JOURNAL		JAL		fulltext		Cambridge University Press	Serial								
Journal of Agricultural and Applied Economics	1074-0708	2056-7405	1969	1		2016	48		http://www.cambridge.org/core/product/identifier/AAE/type/JOURNAL		AAE		fulltext		Cambridge University Press	Serial								
Journal of Agricultural Science	0021-8596	1469-5146	1905	1		2016	154		http://www.cambridge.org/core/product/identifier/AGS/type/JOURNAL		AGS		fulltext		Cambridge University Press	Serial								
Journal of American Studies	0021-8758	1469-5154	1967	1		2016	50		http://www.cambridge.org/core/product/identifier/AMS/type/JOURNAL		AMS		fulltext		Cambridge University Press	Serial								
Journal of American Studies - previous series - Bulletin of the British Association for American Studies	0524-5001	2053-5988	1956	1		1966	12		http://www.cambridge.org/core/product/identifier/BMS/type/JOURNAL		BMS		fulltext		Cambridge University Press	Serial								
Journal of Anglican Studies	1740-3553	1745-5278	2003	1		2016	14		http://www.cambridge.org/core/product/identifier/AST/type/JOURNAL		AST		fulltext		Cambridge University Press	Serial								
