publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Journal Of Deaf Studies And Deaf Education	1081-4159	1465-7325	2015	20		2015	20		https://academic.oup.com/jdsde		deafed		fulltext		Oxford University Press	serial								
Journal of Design History	0952-4649	1741-7279	1988	1		2015	28		https://academic.oup.com/jdh		design		fulltext		Oxford University Press	serial								
Diplomatic History	0145-2096	1467-7709	1977	1		2015	39		https://academic.oup.com/dh		dh		fulltext		Oxford University Press	serial								
Digital Scholarship in the Humanities	2055-7671	2055-768X	1986	1		2015	30		https://academic.oup.com/dsh		dsh		fulltext		Oxford University Press	serial								
Early Music	0306-1078	1741-7260	1973	1		2015	43		https://academic.oup.com/em		earlyj		fulltext		Oxford University Press	serial								
Journal of Crohn’s and Colitis	1873-9946	1876-4479	2015	9		2015	9		https://academic.oup.com/eccojc		eccojc		fulltext		Oxford University Press	serial								
Economic Policy	0266-4658	1468-0327	1985	1		2015	30		https://academic.oup.com/economicpolicy		economicpolicy		fulltext		Oxford University Press	serial								
Oxford Review of Economic Policy	0266-903X	1460-2121	1985	1		2015	31		https://academic.oup.com/oxrep		ecopol		fulltext		Oxford University Press	serial								
Environmental Entomology	0046-225X	1938-2936	1972	1		2015	44		https://academic.oup.com/ee		ee		fulltext		Oxford University Press	serial								
European Heart Journal - Cardiovascular Imaging	2047-2404	2047-2412	2015	16		2015	16		https://academic.oup.com/ehjcimaging		ehjcimaging		fulltext		Oxford University Press	serial								
European Journal of Cardio-Thoracic Surgery	1010-7940	1873-734X	1987	1		2015	48		https://academic.oup.com/ejcts		ejcts		fulltext		Oxford University Press	serial								
European Journal Of International Law	0938-5428	1464-3596	2015	26		2015	26		https://academic.oup.com/ejil		ejilaw		fulltext		Oxford University Press	serial								
ELT Journal	0951-0893	1477-4526	1946	1		2015	69		https://academic.oup.com/eltj		eltj		fulltext		Oxford University Press	serial								
The English Historical Review	0013-8266	1477-4534	1886	113		2015	130		https://academic.oup.com/ehr		enghis		fulltext		Oxford University Press	serial								
English	0013-8215	1756-1124	1936	1		2015	64		https://academic.oup.com/english		english		fulltext		Oxford University Press	serial								
Environmental History	1084-5453	1930-8892	2015	20		2015	20		https://academic.oup.com/envhis		envhis		fulltext		Oxford University Press	serial								
Journal of Environmental Law	0952-8873	1464-374X	1989	1		2015	27		https://academic.oup.com/jel		envlaw		fulltext		Oxford University Press	serial								
The European Journal of Orthodontics	0141-5387	1460-2210	1979	1		2015	37		https://academic.oup.com/ejo		eortho		fulltext		Oxford University Press	serial								
Epidemiologic Reviews	0193-936X	1478-6729	1979	1		2015	37		https://academic.oup.com/epirev		epirev		fulltext		Oxford University Press	serial								
European Review of Agricultural Economics	0165-1587	1464-3618	1973	1		2015	42		https://academic.oup.com/erae		erae		fulltext		Oxford University Press	serial								
European Review of Economic History	1361-4916	1474-0044	2015	19		2015	19		https://academic.oup.com/ereh		ereh		fulltext		Oxford University Press	serial								
Essays in Criticism	0014-0856	1471-6852	1951	50		2015	65		https://academic.oup.com/eic		escrit		fulltext		Oxford University Press	serial								
European Heart Journal	0195-668X	1522-9645	1980	1		2015	36		https://academic.oup.com/eurheartj		eurheartj		fulltext		Oxford University Press	serial								
EP Europace	1099-5129	1532-2092	2015	17		2015	17		https://academic.oup.com/europace		europace		fulltext		Oxford University Press	serial								
The European Journal of Public Health	1101-1262	1464-360X	1991	1		2015	25		https://academic.oup.com/eurpub		eurpub		fulltext		Oxford University Press	serial								
European Sociological Review	0266-7215	1468-2672	1985	1		2015	31		https://academic.oup.com/esr		eursoj		fulltext		Oxford University Press	serial								
Journal of Experimental Botany	0022-0957	1460-2431	1950	1		2015	66		https://academic.oup.com/jxb		exbotj		fulltext		Oxford University Press	serial								
Family Practice	0263-2136	1460-2229	1984	1		2015	32		https://academic.oup.com/fampra		famprj		fulltext		Oxford University Press	serial								
FEMS Microbiology Ecology		1574-6941	1985	1		2015	91		https://academic.oup.com/femsec		femsec		fulltext		Oxford University Press	serial								
FEMS Microbiology Letters	0378-1097	1574-6968	1977	1		2015	39		https://academic.oup.com/femsle		femsle		fulltext		Oxford University Press	serial								
Pathogens and Disease	2049-632X		1988	1		2015	28		https://academic.oup.com/femspd		femspd		fulltext		Oxford University Press	serial								
FEMS Microbiology Reviews		1574-6976	1985	1		2015	31		https://academic.oup.com/femsre		femsre		fulltext		Oxford University Press	serial								
FEMS Yeast Research	1567-1364		2015	15		2015	15		https://academic.oup.com/femsyr		femsyr		fulltext		Oxford University Press	serial								
Forestry	0015-752X	1464-3626	1927	1		2015	89		https://academic.oup.com/forestry		foresj		fulltext		Oxford University Press	serial								
Forum for Modern Language Studies	0015-8518	1471-6860	1965	1		2015	51		https://academic.oup.com/fmls		formod		fulltext		Oxford University Press	serial								
French Studies Bulletin	0262-2750	1748-9180	1981	1		2015	36		https://academic.oup.com/fsb		frebul		fulltext		Oxford University Press	serial								
French History	0269-1191	1477-4542	1987	1		2015	29		https://academic.oup.com/fh		french		fulltext		Oxford University Press	serial								
French Studies	0016-1128	1468-2931	1947	1		2015	69		https://academic.oup.com/fs		frestu		fulltext		Oxford University Press	serial								
The Journals of Gerontology Series A: Biological Sciences and Medical Sciences	1079-5006	1758-535X	1995	50		2015	70		https://academic.oup.com/biomedgerontology		gerona		fulltext		Oxford University Press	serial								
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences	1079-5014	1758-5368	1995	50		2015	70		https://academic.oup.com/psychsocgerontology		geronb		fulltext		Oxford University Press	serial								
Journal of Gerontology	0022-1422		1946	1		1994	49		https://academic.oup.com/geron		geronj		fulltext		Oxford University Press	serial								
The Gerontologist	0016-9013	1758-5341	1961	1		2015	55		https://academic.oup.com/gerontologist		geront		fulltext		Oxford University Press	serial								
German History	0266-3554	1477-089X	1984	1		2015	33		https://academic.oup.com/gh		gh		fulltext		Oxford University Press	serial								
Geophysical Journal International	0956-540X	1365-246X	1958	1		2015	58		https://academic.oup.com/gji		gji		fulltext		Oxford University Press	serial								
Glycobiology	0959-6658	1460-2423	1990	1		2015	25		https://academic.oup.com/glycob		glycob		fulltext		Oxford University Press	serial								
Health Education Research	0268-1153	1465-3648	1986	1		2015	30		https://academic.oup.com/her		healed		fulltext		Oxford University Press	serial								
Health Policy and Planning	0268-1080	1460-2237	1986	1		2015	30		https://academic.oup.com/heapol		heapol		fulltext		Oxford University Press	serial								
Health Promotion International	0957-4824	1460-2245	1986	1		2015	30		https://academic.oup.com/heapro		heapro		fulltext		Oxford University Press	serial								
Journal of the History of Collections	0954-6650	1477-8564	1989	1		2015	27		https://academic.oup.com/jhc		hiscol		fulltext		Oxford University Press	serial								
History Workshop Journal	1363-3554	1477-4569	1976	1		2015	40		https://academic.oup.com/hwj		hiwork		fulltext		Oxford University Press	serial								
Human Molecular Genetics	0964-6906	1460-2083	1992	1		2015	24		https://academic.oup.com/hmg		hmg		fulltext		Oxford University Press	serial								
Holocaust and Genocide Studies	8756-6583	1476-7937	1986	1		2015	29		https://academic.oup.com/hgs		holgen		fulltext		Oxford University Press	serial								
Human Rights Law Review	1461-7781	1744-1021	2015	15		2015	15		https://academic.oup.com/hrlr		hrlr		fulltext		Oxford University Press	serial								
Health & Social Work	0360-7283	1545-6854	1976	1		2015	40		https://academic.oup.com/hsw		hsw		fulltext		Oxford University Press	serial								
Human Reproduction	0268-1161	1460-2350	1986	1		2015	30		https://academic.oup.com/humrep		humrep		fulltext		Oxford University Press	serial								
Human Reproduction Update	1355-4786	1460-2369	1995	1		2015	21		https://academic.oup.com/humupd		humupd		fulltext		Oxford University Press	serial								
Integrative and Comparative Biology	1540-7063	1557-7023	1961	1		2015	55		https://academic.oup.com/icb		icb		fulltext		Oxford University Press	serial								
ICES Journal of Marine Science	1054-3139	1095-9289	1903	1		2015	72		https://academic.oup.com/icesjms		icesjms		fulltext		Oxford University Press	serial								
ICSID Review	0258-3690	2049-1999	1986	1		2015	30		https://academic.oup.com/icsidreview		icsidreview		fulltext		Oxford University Press	serial								
International Data Privacy Law	2044-3994	2044-4001	2015	5		2015	5		https://academic.oup.com/idpl		idpl		fulltext		Oxford University Press	serial								
Logic Journal of IGPL	1367-0751	1368-9894	1993	1		2015	23		https://academic.oup.com/jigpal		igpl		fulltext		Oxford University Press	serial								
International Journal Of Constitutional Law	1474-2640	1474-2659	2015	13		2015	13		https://academic.oup.com/icon		ijclaw		fulltext		Oxford University Press	serial								
International Journal of Epidemiology	0300-5771	1464-3685	1972	1		2015	44		https://academic.oup.com/ije		ije		fulltext		Oxford University Press	serial								
International Journal of Transitional Justice	1752-7716	1752-7724	2015	9		2015	9		https://academic.oup.com/ijtj		ijtj		fulltext		Oxford University Press	serial								
ILAR Journal	1084-2020	1930-6180	2015	56		2015	56		https://academic.oup.com/ilarjournal		ilarjournal		fulltext		Oxford University Press	serial								
IMA Journal of Management Mathematics	1471-678X	1471-6798	1986	1		2015	26		https://academic.oup.com/imaman		imaman		fulltext		Oxford University Press	serial								
IMA Journal of Applied Mathematics	0272-4960	1464-3634	1965	1		2015	80		https://academic.oup.com/imamat		imamat		fulltext		Oxford University Press	serial								
IMA Journal of Mathematical Control and Information	0265-0754	1471-6887	1984	1		2015	32		https://academic.oup.com/imamci		imamci		fulltext		Oxford University Press	serial								
Mathematical Medicine and Biology: A Journal of the IMA	1477-8599	1477-8602	1984	1		2015	32		https://academic.oup.com/imammb		imammb		fulltext		Oxford University Press	serial								
IMA Journal of Numerical Analysis	0272-4979	1464-3642	1981	1		2015	35		https://academic.oup.com/imajna		imanum		fulltext		Oxford University Press	serial								
International Mathematics Research Notices	1073-7928	1687-0247	1991	1		2015	25		https://academic.oup.com/imrn		imrn		fulltext		Oxford University Press	serial								
Industrial and Corporate Change	0960-6491	1464-3650	1992	1		2015	24		https://academic.oup.com/icc		indcor		fulltext		Oxford University Press	serial								
Industrial Law Journal	0305-9332	1464-3669	1972	1		2015	44		https://academic.oup.com/ilj		indlaw		fulltext		Oxford University Press	serial								
International Health	1876-3413	1876-3405	2015	7		2015	7		https://academic.oup.com/inthealth		inthealth		fulltext		Oxford University Press	serial								
International Immunology	0953-8178	1460-2377	1989	1		2015	27		https://academic.oup.com/intimm		intimm		fulltext		Oxford University Press	serial								
International Journal of Public Opinion Research	0954-2892	1471-6909	1989	1		2015	27		https://academic.oup.com/ijpor		intpor		fulltext		Oxford University Press	serial								
International Journal for Quality in Health Care	1353-4505	1464-3677	1989	1		2015	27		https://academic.oup.com/intqhc		intqhc		fulltext		Oxford University Press	serial								
International Journal of Law and Information Technology	0967-0769	1464-3693	1993	1		2015	23		https://academic.oup.com/ijlit		inttec		fulltext		Oxford University Press	serial								
International Relations of the Asia-Pacific	1470-482X	1470-4838	2015	15		2015	15		https://academic.oup.com/irap		irasia		fulltext		Oxford University Press	serial								
Journal of Islamic Studies	0955-2340	1471-6917	1990	1		2015	26		https://academic.oup.com/jis		islamj		fulltext		Oxford University Press	serial								
Interdisciplinary Studies in Literature and Environment	1076-0962	1759-1090	1993	1		2015	22		https://academic.oup.com/isle		isle		fulltext		Oxford University Press	serial								
Interacting with Computers	0953-5438	1873-7951	1989	1		2015	27		https://academic.oup.com/iwc		iwc		fulltext		Oxford University Press	serial								
Journal of the American Academy of Religion	0002-7189	1477-4585	1933	1		2015	83		https://academic.oup.com/jaar		jaarel		fulltext		Oxford University Press	serial								
Journal of Antimicrobial Chemotherapy	0305-7453	1460-2091	1975	1		2015	70		https://academic.oup.com/jac		jac		fulltext		Oxford University Press	serial								
Journal of African Economies	0963-8024	1464-3723	1992	1		2015	24		https://academic.oup.com/jae		jafeco		fulltext		Oxford University Press	serial								
The Journal of American History	0021-8723	1945-2314	1914	1		2015	102		https://academic.oup.com/jah		jahist		fulltext		Oxford University Press	serial								
Journal of the History of Medicine and Allied Sciences	0022-5045	1468-4373	1946	1		2015	70		https://academic.oup.com/jhmas		jalsci		fulltext		Oxford University Press	serial								
Journal of the American Medical Informatics Association	1067-5027	1527-974X	1994	1		2015	22		https://academic.oup.com/jamia		jamia		fulltext		Oxford University Press	serial								
Journal of Applied Poultry Research	1056-6171	1537-0437	1992	1		2015	24		https://academic.oup.com/japr		japr		fulltext		Oxford University Press	serial								
Journal of Analytical Toxicology	0146-4760	1945-2403	1977	1		2015	39		https://academic.oup.com/jat		jat		fulltext		Oxford University Press	serial								
The Journal of Biochemistry	0021-924X	-	1922	1		2015	158		https://academic.oup.com/jb		jbchem		fulltext		Oxford University Press	serial								
Journal of Competition Law & Economics	1744-6414	1744-6422	2015	11		2015	11		https://academic.oup.com/jcle		jcle		fulltext		Oxford University Press	serial								
Journal of Conflict and Security Law	1467-7954	1467-7962	2015	20		2015	20		https://academic.oup.com/jcsl		jconsl		fulltext		Oxford University Press	serial								
Journal of Church and State	0021-969X	2040-4867	1959	1		2015	57		https://academic.oup.com/jcs		jcs		fulltext		Oxford University Press	serial								
Journal of European Competition Law & Practice	2041-7764	2041-7772	2015	6		2015	6		https://academic.oup.com/jeclap		jeclap		fulltext		Oxford University Press	serial								
Journal of Economic Entomology	0022-0493	1938-291X	1908	1		2015	108		https://academic.oup.com/jee		jee		fulltext		Oxford University Press	serial								
Journal of Financial Econometrics	1479-8409	1479-8417	2015	13		2015	13		https://academic.oup.com/jfec		jfinec		fulltext		Oxford University Press	serial								
Journal of Heredity	0022-1503	1465-7333	1905	1		2015	106		https://academic.oup.com/jhered		jhered		fulltext		Oxford University Press	serial								
The Journal of Hindu Studies	1756-4255	1756-4263	2015	8		2015	8		https://academic.oup.com/jhs		jhs		fulltext		Oxford University Press	serial								
Journal of Human Rights Practice	1757-9619	1757-9627	2015	7		2015	7		https://academic.oup.com/jhrp		jhuman		fulltext		Oxford University Press	serial								
Journal of International Criminal Justice	1478-1387	1478-1395	2015	13		2015	13		https://academic.oup.com/jicj		jicjus		fulltext		Oxford University Press	serial								
Journal of Infectious Diseases	0022-1899	1537-6613	1904	1		2015	212		https://academic.oup.com/jid		jid		fulltext		Oxford University Press	serial								
Journal of International Dispute Settlement	2040-3585	2040-3593	2015	6		2015	6		https://academic.oup.com/jids		jids		fulltext		Oxford University Press	serial								
Journal of International Economic Law	1369-3034	1464-3758	2015	18		2015	18		https://academic.oup.com/jiel		jielaw		fulltext		Oxford University Press	serial								
Journal of Intellectual Property Law & Practice	1747-1532	1747-1540	2015	10		2015	10		https://academic.oup.com/jiplp		jiplp		fulltext		Oxford University Press	serial								
Japanese Journal of Clinical Oncology	0368-2811	1465-3621	1971	1		2015	45		https://academic.oup.com/jjco		jjco		fulltext		Oxford University Press	serial								
The Journal of Law, Economics, and Organization	8756-6222	1465-7341	1985	1		2015	31		https://academic.oup.com/jleo		jleorg		fulltext		Oxford University Press	serial								
Journal of the London Mathematical Society	0024-6107	1469-7750	1926	1		2015	92		https://academic.oup.com/jlms		jlms		fulltext		Oxford University Press	serial								
Journal of Mammalogy	0022-2372	1545-1542	1919	1		2015	97		https://academic.oup.com/jmammal		jmammal		fulltext		Oxford University Press	serial								
Journal of Molecular Cell Biology	1674-2788	1759-4685	2015	7		2015	7		https://academic.oup.com/jmcb		jmcb		fulltext		Oxford University Press	serial								
Journal of Medical Entomology	0022-2585	1938-2928	1964	1		2015	52		https://academic.oup.com/jme		jme		fulltext		Oxford University Press	serial								
Microscopy	0022-0744	1477-9986	1953	1		2015	64		https://academic.oup.com/jmicro		jmicro		fulltext		Oxford University Press	serial								
The Journal of Medicine and Philosophy	0360-5310	1744-5019	1976	1		2015	40		https://academic.oup.com/jmp		jmp		fulltext		Oxford University Press	serial								
Journal of Music Therapy	0022-2917	2053-7395	1964	1		2015	52		https://academic.oup.com/jmt		jmt		fulltext		Oxford University Press	serial								
Journal of the National Cancer Institute	0027-8874	1460-2105	1940	1		2015	107		https://academic.oup.com/jnci		jnci		fulltext		Oxford University Press	serial								
Journal of Economic Geography	1468-2702	1468-2710	2015	15		2015	15		https://academic.oup.com/joeg		jnlecg		fulltext		Oxford University Press	serial								
Journal of Public Administration Research and Theory	1053-1858	1477-9803	1991	1		2015	25		https://academic.oup.com/jpart		jopart		fulltext		Oxford University Press	serial								
Journal Of Plant Ecology	1752-9921	1752-993X	2015	8		2015	8		https://academic.oup.com/jpe		jpe		fulltext		Oxford University Press	serial								
Journal of Pediatric Psychology	0146-8693	1465-735X	1976	1		2015	40		https://academic.oup.com/jpepsy		jpepsy		fulltext		Oxford University Press	serial								
Journal of the Pediatric Infectious Diseases Society	2048-7193	2048-7207	2015	4		2015	4		https://academic.oup.com/jpids		jpids		fulltext		Oxford University Press	serial								
Journal of Social History	0022-4529	1527-1897	1967	1		2015	49		https://academic.oup.com/jsh		jsh		fulltext		Oxford University Press	serial								
The Journal of World Energy Law & Business	1754-9957	1754-9965	2015	8		2015	8		https://academic.oup.com/jwelb		jwelb		fulltext		Oxford University Press	serial								
International Journal of Law, Policy and the Family	1360-9939	1464-3707	1987	1		2015	29		https://academic.oup.com/lawfam		lawfam		fulltext		Oxford University Press	serial								
Law, Probability and Risk	1470-8396	1470-840X	2015	14		2015	14		https://academic.oup.com/lpr		lawprj		fulltext		Oxford University Press	serial								
The Leo Baeck Institute Yearbook	0075-8744	1758-437X	1956	1		2015	60		https://academic.oup.com/leobaeck		lbaeck		fulltext		Oxford University Press	serial								
International Journal of Lexicography	0950-3846	1477-4577	1988	1		2015	28		https://academic.oup.com/ijl		lexico		fulltext		Oxford University Press	serial								
The Library	0024-2160	-	1889	1		2015	21		https://academic.oup.com/library		libraj		fulltext		Oxford University Press	serial								
Literary Imagination	1523-9012	1752-6566	2015	17		2015	17		https://academic.oup.com/litimag		litimag		fulltext		Oxford University Press	serial								
Literature and Theology	0269-1205	1477-4623	1987	1		2015	29		https://academic.oup.com/litthe		litthe		fulltext		Oxford University Press	serial								
Journal of Logic and Computation	0955-792X	1465-363X	1990	1		2015	25		https://academic.oup.com/logcom		logcom		fulltext		Oxford University Press	serial								
OAH Magazine of History	0882-228X	1938-2340	1985	1		2013	27		https://academic.oup.com/maghis		maghis		fulltext		Oxford University Press	serial								
Medical Law Review	0967-0742	1464-3790	1993	1		2015	23		https://academic.oup.com/medlaw		medlaw		fulltext		Oxford University Press	serial								
MELUS	0163-755X	1946-3170	1974	1		2015	40		https://academic.oup.com/melus		melus		fulltext		Oxford University Press	serial								
Mind	0026-4423	1460-2113	1876	1		2015	124		https://academic.oup.com/mind		mind		fulltext		Oxford University Press	serial								
Medical Mycology	1369-3786	1460-2709	1998	36		2015	53		https://academic.oup.com/mmy		mmy		fulltext		Oxford University Press	serial								
Monthly Notices of the Royal Astronomical Society	0035-8711	1365-2966	1827	1		2015	189		https://academic.oup.com/mnras		mnras		fulltext		Oxford University Press	serial								
