Publisher Code,Journal Title,Print ISSN,Electronic ISSN,Publisher,Url,Total Number of articles,First Year in the Licence,First Volume in the Licence,Last Year in the Licence,Last Volume in the Licence
30,Nonlinear Differential Equations and Applications NoDEA,1021-9722,1420-9004,Springer,http://link.springer.com/journal/30,,1994,,2011,
31,Transformation Groups,1083-4362,1531-586X,Springer,http://link.springer.com/journal/31,,1996,,2011,
32,Milan Journal of Mathematics,1424-9286,1424-9294,Springer,http://link.springer.com/journal/32,,1927,,2011,
33,Zeitschrift für angewandte Mathematik und Physik,0044-2275,1420-9039,Springer,http://link.springer.com/journal/33,,1950,,2011,
34,"Circuits, Systems, and Signal Processing",0278-081X,1531-5878,Springer,http://link.springer.com/journal/34,,1982,,2011,
35,Alpine Botany (= Botanica helvetica),1664-2201,1664-221X,Springer,http://link.springer.com/journal/35,,2005,,2011,
37,computational complexity,1016-3328,1420-8954,Springer,http://link.springer.com/journal/37,,1991,,2011,
38,International Journal of Public Health,1661-8556,1661-8564,Springer,http://link.springer.com/journal/38,,1956,,2011,
39,Geometric and Functional Analysis,1016-443X,1420-8970,Springer,http://link.springer.com/journal/39,,1991,,2011,
40,Insectes Sociaux,0020-1812,1420-9098,Springer,http://link.springer.com/journal/40,,1954,,2011,
41,Journal of Fourier Analysis and Applications,1069-5869,1531-5851,Springer,http://link.springer.com/journal/41,,1994,,2011,
44,Medicinal Chemistry Research,1054-2523,1554-8120,Springer,http://link.springer.com/journal/44,,2005,,2011,
48,"NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin",0036-6978,1420-9144,Springer,http://link.springer.com/journal/48,,1993,,2011,
49,Chemoecology,0937-7409,1423-0445,Springer,http://link.springer.com/journal/49,,1990,,2011,
53,Coloproctology,0174-2442,1615-6730,Springer,http://link.springer.com/journal/53,,2005,,2011,
56,Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie,1434-5293,1615-6714,Springer,http://link.springer.com/journal/56,,1931,,2011,
58,Heilberufe,0017-9604,,Springer,http://link.springer.com/journal/58,,2008,,2011,
59,Herz,0340-9937,1615-6692,Springer,http://link.springer.com/journal/59,,2005,,2011,
60,HNO Nachrichten,0177-1000,,Springer,http://link.springer.com/journal/60,,2009,,2011,
62,Clinical Neuroradiology (former Klinische Neuroradiologie),0939-7116,1869-1447,Springer,http://link.springer.com/journal/62,,2005,,2011,
63,Medizinische Klinik - Intensivmedizin und Notfallmedizin (= Medizinische Klinik),2193-6218,2193-6226,Springer,http://link.springer.com/journal/63,,2005,,2011,
64,Operative Orthopädie und Traumatologie,0934-6694,1439-0981,Springer,http://link.springer.com/journal/64,,1989,,2011,
65,Orthopedics Traumatology,0941-2530,1617-3538,Springer,http://link.springer.com/journal/65,,1992,,1995,
66,Strahlentherapie und Onkologie,0179-7158,1439-099X,Springer,http://link.springer.com/journal/66,,2005,,2011,
68,European Journal of Trauma and Emergency Surgery,1863-9933,1863-9941,Springer,http://link.springer.com/journal/68,,1975,,2011,
101,Der Anaesthesist,0003-2417,1432-055X,Springer,http://link.springer.com/journal/101,,2005,,2011,
103,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,1436-9990,1437-1588,Springer,http://link.springer.com/journal/103,,2005,,2011,
104,Der Chirurg,0009-4722,1433-0385,Springer,http://link.springer.com/journal/104,,2005,,2011,
105,Der Hautarzt,0017-8470,1432-1173,Springer,http://link.springer.com/journal/105,,2005,,2011,
106,HNO,0017-6192,1433-0458,Springer,http://link.springer.com/journal/106,,2005,,2011,
107,European Journal of Wood and Wood Products (= Holz als Roh- und Werkstoff),0018-3768,1436-736X,Springer,http://link.springer.com/journal/107,,1937,,2011,
108,Der Internist,0020-9554,1432-1289,Springer,http://link.springer.com/journal/108,,2005,,2011,
109,Journal of Molecular Medicine,0946-2716,1432-1440,Springer,http://link.springer.com/journal/109,,1922,,2011,
112,Monatsschrift Kinderheilkunde,0026-9298,1433-0474,Springer,http://link.springer.com/journal/112,,2005,,2011,
113,Der Unfallchirurg,0177-5537,1433-044X,Springer,http://link.springer.com/journal/113,,2005,,2011,
114,"The Science of Nature (bis 2015: Die Naturwissenschaften, 0028-1042, 1432-1904)",1432-1904,0028-1042,Springer,http://link.springer.com/journal/114,,1913,,2011,
115,Der Nervenarzt,0028-2804,1433-0407,Springer,http://link.springer.com/journal/115,,2005,,2011,
117,Der Radiologe,0033-832X,1432-2102,Springer,http://link.springer.com/journal/117,,2005,,2011,
120,Der Urologe (A),0340-2592,1433-0563,Springer,http://link.springer.com/journal/120,,2005,,2011,
122,Theoretical and Applied Genetics,0040-5752,1432-2242,Springer,http://link.springer.com/journal/122,,1929,,2011,
125,Diabetologia,0012-186X,1432-0428,Springer,http://link.springer.com/journal/125,,1965,,2011,
126,Mineralium Deposita,0026-4598,1432-1866,Springer,http://link.springer.com/journal/126,,1966,,2011,
127,Social Psychiatry and Psychiatric Epidemiology,0933-7954,1433-9285,Springer,http://link.springer.com/journal/127,,1966,,2011,
128,Bulletin of Environmental Contamination and Toxicology,0007-4861,1432-0800,Springer,http://link.springer.com/journal/128,,1966,,2011,
129,Der Gynäkologe,0017-5994,1433-0393,Springer,http://link.springer.com/journal/129,,2005,,2011,
132,Der Orthopäde,0085-4530,1433-0431,Springer,http://link.springer.com/journal/132,,2005,,2011,
134,Intensive Care Medicine,0342-4642,1432-1238,Springer,http://link.springer.com/journal/134,,1975,,2011,
135,Journal Materials Engineering,0931-7058,,Springer,http://link.springer.com/journal/135,,1987,,1991,
136,Journal Heat Treating,0190-9177,,Springer,http://link.springer.com/journal/136,,1979,,1991,
138,Machine Vision and Applications,0932-8092,1432-1769,Springer,http://link.springer.com/journal/138,,1988,,2011,
142,Arthroskopie,0933-7946,1434-3924,Springer,http://link.springer.com/journal/142,,2005,,2011,
145,Journal of Cryptology,0933-2790,1432-1378,Springer,http://link.springer.com/journal/145,,1988,,2011,
146,AI & SOCIETY,0951-5666,1435-5655,Springer,http://link.springer.com/journal/146,,1987,,2011,
148,Journal of Population Economics,0933-1433,1432-1475,Springer,http://link.springer.com/journal/148,,1988,,2011,
153,Archive for Mathematical Logic,0933-5846,1432-0665,Springer,http://link.springer.com/journal/153,,1950,,2011,
158,Structural and Multidisciplinary Optimization,1615-147X,1615-1488,Springer,http://link.springer.com/journal/158,,1989,,2011,
159,The Astronomy and Astrophysics Review,0935-4956,1432-0754,Springer,http://link.springer.com/journal/159,,1989,,2011,
161,Continuum Mechanics and Thermodynamics,0935-1175,1432-0959,Springer,http://link.springer.com/journal/161,,1989,,2011,
162,Theoretical and Computational Fluid Dynamics,0935-4964,1432-2250,Springer,http://link.springer.com/journal/162,,1989,,2011,
163,Research in Engineering Design,0934-9839,1435-6066,Springer,http://link.springer.com/journal/163,,1989,,2011,
165,Formal Aspects of Computing,0934-5043,1433-299X,Springer,http://link.springer.com/journal/165,,1989,,2011,
167,"Knee Surgery, Sports Traumatology, Arthroscopy",0942-2056,1433-7347,Springer,http://link.springer.com/journal/167,,1993,,2011,
168,The Annals of Regional Science,0570-1864,1432-0592,Springer,http://link.springer.com/journal/168,,1967,,2011,
170,International Journal of Advanced Manufacturing Technology,0268-3768,1433-3015,Springer,http://link.springer.com/journal/170,,1985,,2011,
180,Computational Statistics,0943-4062,1613-9658,Springer,http://link.springer.com/journal/180,,2005,,2011,
181,Empirical Economics,0377-7332,1435-8921,Springer,http://link.springer.com/journal/181,,1976,,2011,
182,International Journal of Game Theory,0020-7276,1432-1270,Springer,http://link.springer.com/journal/182,,1971,,2011,
184,Metrika,0026-1335,1435-926X,Springer,http://link.springer.com/journal/184,,1958,,2011,
186,Mathematical Methods of Operations Research,1432-2994,1432-5217,Springer,http://link.springer.com/journal/186,,1956,,2011,
187,Journal of Management Control (former: Zeitschrift für Planung & Unternehmenssteuerung),2191-4761,2191-477X,Springer,http://link.springer.com/journal/187,,2005,,2011,
190,Journal of Geodesy,0949-7714,1432-1394,Springer,http://link.springer.com/journal/190,,1976,,2011,
191,Journal of Evolutionary Economics,0936-9937,1432-1386,Springer,http://link.springer.com/journal/191,,1991,,2011,
192,International Urogynecology Journal,0937-3462,1433-3023,Springer,http://link.springer.com/journal/192,,1990,,2011,
193,Shock Waves,0938-1287,1432-2153,Springer,http://link.springer.com/journal/193,,1991,,2011,
194,Rechtsmedizin,0937-9819,1434-5196,Springer,http://link.springer.com/journal/194,,2005,,2011,
198,Osteoporosis International,0937-941X,1433-2965,Springer,http://link.springer.com/journal/198,,1990,,2011,
199,Economic Theory,0938-2259,1432-0479,Springer,http://link.springer.com/journal/199,,1991,,2011,
200,"Applicable Algebra in Engineering, Communication and Computing",0938-1279,1432-0622,Springer,http://link.springer.com/journal/200,,1990,,2011,
202,Electrical Engineering,0948-7921,1432-0487,Springer,http://link.springer.com/journal/202,,1912,,2011,
203,Archives of Microbiology,0302-8933,1432-072X,Springer,http://link.springer.com/journal/203,,1930,,2011,
204,Archives of Toxicology,0340-5761,1432-0738,Springer,http://link.springer.com/journal/204,,1930,,2011,
205,Archive for Rational Mechanics and Analysis,0003-9527,1432-0673,Springer,http://link.springer.com/journal/205,,1957,,2011,
208,Mathematische Annalen,0025-5831,1432-1807,Springer,http://link.springer.com/journal/208,,1869,,2011,
209,Mathematische Zeitschrift,0025-5874,1432-1823,Springer,http://link.springer.com/journal/209,,1918,,2011,
210,Naunyn-Schmiedeberg's Archives of Pharmacology,0028-1298,1432-1912,Springer,http://link.springer.com/journal/210,,1873,,2011,
211,Numerische Mathematik,0029-599X,0945-3245,Springer,http://link.springer.com/journal/211,,1959,,2011,
213,Psychopharmacology,0033-3158,1432-2072,Springer,http://link.springer.com/journal/213,,1959,,2011,
214,Theoretical Chemistry Accounts,1432-881X,1432-2234,Springer,http://link.springer.com/journal/214,,1962,,2011,
216,Analytical and Bioanalytical Chemistry (former Fresenius' Journal of Analytical Chemistry),1618-2642,1618-2650,Springer,http://link.springer.com/journal/216,,1862,,2011,
217,European Food Research and Technology,1438-2377,1438-2385,Springer,http://link.springer.com/journal/217,,1898,,2011,
218,Zeitschrift Physik A Hadrons nuclei,0939-7922,,Springer,http://link.springer.com/journal/218,,1920,,1996,
220,Communications in Mathematical Physics,0010-3616,1432-0916,Springer,http://link.springer.com/journal/220,,1965,,2011,
221,Experimental Brain Research,0014-4819,1432-1106,Springer,http://link.springer.com/journal/221,,1966,,2011,
222,Inventiones mathematicae,0020-9910,1432-1297,Springer,http://link.springer.com/journal/222,,1966,,2011,
223,Calcified Tissue International,0171-967X,1432-0827,Springer,http://link.springer.com/journal/223,,1967,,2011,
224,Theory of Computing Systems,1432-4350,1433-0490,Springer,http://link.springer.com/journal/224,,1967,,2011,
226,Wood Science and Technology,0043-7719,1432-5225,Springer,http://link.springer.com/journal/226,,1967,,2011,
227,Marine Biology,0025-3162,1432-1793,Springer,http://link.springer.com/journal/227,,1967,,2011,
228,European Journal of Clinical Pharmacology,0031-6970,1432-1041,Springer,http://link.springer.com/journal/228,,1968,,2011,
229,Manuscripta Mathematica,0025-2611,1432-1785,Springer,http://link.springer.com/journal/229,,1969,,2011,
231,Heat and Mass Transfer,0947-7411,1432-1181,Springer,http://link.springer.com/journal/231,,1968,,2011,
232,The Journal of Membrane Biology,0022-2631,1432-1424,Springer,http://link.springer.com/journal/232,,1969,,2011,
233,Semigroup Forum,0037-1912,1432-2137,Springer,http://link.springer.com/journal/233,,1970,,2011,
234,Neuroradiology,0028-3940,1432-1920,Springer,http://link.springer.com/journal/234,,1970,,2011,
236,Acta Informatica,0001-5903,1432-0525,Springer,http://link.springer.com/journal/236,,1971,,2011,
238,European Journal of Plastic Surgery,0930-343X,1435-0130,Springer,http://link.springer.com/journal/238,,1971,,2011,
239,Journal of Molecular Evolution,0022-2844,1432-1432,Springer,http://link.springer.com/journal/239,,1971,,2011,
240,Urolithiasis (früher: Urological Research),2194-7228,2194-7236,Springer,http://link.springer.com/journal/240,,1973,,2011,
244,Archives of Environmental Contamination and Toxicology,0090-4341,1432-0703,Springer,http://link.springer.com/journal/244,,1973,,2011,
245,Applied Mathematics & Optimization,0095-4616,1432-0606,Springer,http://link.springer.com/journal/245,,1974,,2011,
246,Pediatric Cardiology,0172-0643,1432-1971,Springer,http://link.springer.com/journal/246,,1979,,2011,
247,Pediatric Radiology,0301-0449,1432-1998,Springer,http://link.springer.com/journal/247,,1973,,2011,
248,Microbial Ecology,0095-3628,1432-184X,Springer,http://link.springer.com/journal/248,,1974,,2011,
249,European Biophysics Journal,0175-7571,1432-1017,Springer,http://link.springer.com/journal/249,,1974,,2011,
251,Immunogenetics,0093-7711,1432-1211,Springer,http://link.springer.com/journal/251,,1974,,2011,
253,Applied Microbiology and Biotechnology,0175-7598,1432-0614,Springer,http://link.springer.com/journal/253,,1975,,2011,
254,Environmental Geology,0943-0105,1432-0495,Springer,http://link.springer.com/journal/254,,1975,,1996,
256,Skeletal Radiology,0364-2348,1432-2161,Springer,http://link.springer.com/journal/256,,1976,,2011,
257,Zeitschrift Physik B Condensed Matter,0722-3277,,Springer,http://link.springer.com/journal/257,,1962,,1996,
259,European Journal of Nuclear Medicine and Molecular Imaging,1619-7070,1619-7089,Springer,http://link.springer.com/journal/259,,1976,,2011,
261,Abdominal Radiology (Prior to Volume 41 (2016) published as “Abdominal Imaging”),0942-8925,1432-0509,Springer,http://link.springer.com/journal/261,,1976,,2011,
262,"Cancer Immunology, Immunotherapy",0340-7004,1432-0851,Springer,http://link.springer.com/journal/262,,1976,,2011,
264,International Orthopaedics,0341-2695,1432-5195,Springer,http://link.springer.com/journal/264,,1977,,2011,
265,Behavioral Ecology and Sociobiology,0340-5443,1432-0762,Springer,http://link.springer.com/journal/265,,1976,,2011,
266,Aesthetic Plastic Surgery,0364-216X,1432-5241,Springer,http://link.springer.com/journal/266,,1976,,2011,
267,Environmental Management,0364-152X,1432-1009,Springer,http://link.springer.com/journal/267,,1977,,2011,
268,World Journal of Surgery,0364-2313,1432-2323,Springer,http://link.springer.com/journal/268,,1977,,2011,
269,Physics and Chemistry of Minerals,0342-1791,1432-2021,Springer,http://link.springer.com/journal/269,,1977,,2011,
270,CardioVascular and Interventional Radiology,0174-1551,1432-086X,Springer,http://link.springer.com/journal/270,,1978,,2011,
271,Irrigation Science,0342-7188,1432-1319,Springer,http://link.springer.com/journal/271,,1978,,2011,
276,Surgical and Radiologic Anatomy,0930-1038,1279-8517,Springer,http://link.springer.com/journal/276,,1978,,2011,
277,Annals of Hematology,0939-5555,1432-0584,Springer,http://link.springer.com/journal/277,,1955,,2011,
278,Psychotherapeut,0935-6185,1432-2080,Springer,http://link.springer.com/journal/278,,2005,,2011,
280,Cancer Chemotherapy and Pharmacology,0344-5704,1432-0843,Springer,http://link.springer.com/journal/280,,1978,,2011,
281,Seminars in Immunopathology,1863-2297,1863-2300,Springer,http://link.springer.com/journal/281,,1978,,2011,
283,The Mathematical Intelligencer,0343-6993,1866-7414,Springer,http://link.springer.com/journal/283,,1978,,2011,
284,Current Microbiology,0343-8651,1432-0991,Springer,http://link.springer.com/journal/284,,1978,,2011,
285,Journal of Mathematical Biology,0303-6812,1432-1416,Springer,http://link.springer.com/journal/285,,1974,,2011,
287,Informatik-Spektrum,0170-6012,1432-122X,Springer,http://link.springer.com/journal/287,,2005,,2011,
288,Zeitschrift Physik C Particles Fields,0170-9739,1431-5858,Springer,http://link.springer.com/journal/288,,1979,,1996,
289,Polymer Bulletin,0170-0839,1436-2449,Springer,http://link.springer.com/journal/289,,1978,,2011,
290,Urologic Radiology,0171-1091,,Springer,http://link.springer.com/journal/290,,1980,,1992,
291,OR Spectrum,0171-6468,1436-6304,Springer,http://link.springer.com/journal/291,,1979,,2011,
292,Der Pathologe,0172-8113,1432-1963,Springer,http://link.springer.com/journal/292,,2005,,2011,
294,Current Genetics,0172-8083,1432-0983,Springer,http://link.springer.com/journal/294,,1979,,2011,
296,Rheumatology International,0172-8172,1437-160X,Springer,http://link.springer.com/journal/296,,1981,,2011,
299,Plant Cell Reports,0721-7714,1432-203X,Springer,http://link.springer.com/journal/299,,1981,,2011,
300,Polar Biology,0722-4060,1432-2056,Springer,http://link.springer.com/journal/300,,1982,,2011,
330,European Radiology,0938-7994,1432-1084,Springer,http://link.springer.com/journal/330,,1991,,2011,
332,Journal of Nonlinear Science,0938-8974,1432-1467,Springer,http://link.springer.com/journal/332,,1991,,2011,
334,Vegetation History and Archaeobotany,0939-6314,1617-6278,Springer,http://link.springer.com/journal/334,,1992,,2011,
335,Mammalian Genome,0938-8990,1432-1777,Springer,http://link.springer.com/journal/335,,1991,,2011,
337,Manuelle Medizin,0025-2514,1433-0466,Springer,http://link.springer.com/journal/337,,2005,,2011,
338,Coral Reefs,0722-4028,1432-0975,Springer,http://link.springer.com/journal/338,,1982,,2011,
339,Applied Physics A,0947-8396,1432-0630,Springer,http://link.springer.com/journal/339,,1973,,2011,
340,Applied Physics B,0946-2171,1432-0649,Springer,http://link.springer.com/journal/340,,1981,,2011,
343,Chinese Journal of Oceanology and Limnology,0254-4059,1993-5005,Springer,http://link.springer.com/journal/343,,1982,,2011,
344,Journal of Plant Growth Regulation,0721-7595,1435-8107,Springer,http://link.springer.com/journal/344,,1982,,2011,
345,World Journal of Urology,0724-4983,1433-8726,Springer,http://link.springer.com/journal/345,,1983,,2011,
347,Der Ophthalmologe,0941-293X,1433-0423,Springer,http://link.springer.com/journal/347,,2005,,2011,
348,Experiments in Fluids,0723-4864,1432-1114,Springer,http://link.springer.com/journal/348,,1983,,2011,
350,Medizinrecht (=MedR - Medizinrecht),0723-8886,1433-8629,Springer,http://link.springer.com/journal/350,,2005,,2011,
354,New Generation Computing,0288-3635,1882-7055,Springer,http://link.springer.com/journal/354,,1983,,2004,
355,Social Choice and Welfare,0176-1714,1432-217X,Springer,http://link.springer.com/journal/355,,1984,,2011,
357,Journal of Classification,0176-4268,1432-1343,Springer,http://link.springer.com/journal/357,,1984,,2011,
359,Journal of Comparative Physiology A,0340-7594,1432-1351,Springer,http://link.springer.com/journal/359,,1924,,2011,
360,Journal of Comparative Physiology B,0174-1578,1432-136X,Springer,http://link.springer.com/journal/360,,1984,,2011,
362,Statistical Papers,0932-5026,1613-9798,Springer,http://link.springer.com/journal/362,,1960,,2011,
365,Constructive Approximation,0176-4276,1432-0940,Springer,http://link.springer.com/journal/365,,1985,,2011,
366,Engineering with Computers,0177-0667,1435-5663,Springer,http://link.springer.com/journal/366,,1985,,2011,
367,Geo-Marine Letters,0276-0460,1432-1157,Springer,http://link.springer.com/journal/367,,1981,,2011,
371,The Visual Computer,0178-2789,1432-2315,Springer,http://link.springer.com/journal/371,,1985,,2011,
373,Graphs and Combinatorics,0911-0119,1435-5914,Springer,http://link.springer.com/journal/373,,1985,,2011,
374,Biology and Fertility of Soils,0178-2762,1432-0789,Springer,http://link.springer.com/journal/374,,1985,,2011,
376,Advances Atmospheric Sciences,0256-1530,1861-9533,Springer,http://link.springer.com/journal/376,,1984,,2004,
380,Heart and Vessels,0910-8327,1615-2573,Springer,http://link.springer.com/journal/380,,1985,,2011,
381,Child's Nervous System,0256-7040,1433-0350,Springer,http://link.springer.com/journal/381,,1985,,2011,
382,Climate Dynamics,0930-7575,1432-0894,Springer,http://link.springer.com/journal/382,,1986,,2011,
383,Pediatric Surgery International,0179-0358,1437-9813,Springer,http://link.springer.com/journal/383,,1986,,2011,
384,International Journal of Colorectal Disease,0179-1958,1432-1262,Springer,http://link.springer.com/journal/384,,1986,,2011,
391,Zeitschrift für Gerontologie und Geriatrie,0948-6704,1435-1269,Springer,http://link.springer.com/journal/391,,2005,,2011,
392,Clinical Research in Cardiology (see Zeitschrift für Kardiologie),1861-0684,1861-0692,Springer,http://link.springer.com/journal/392,,2005,,2011,
393,Zeitschrift für Rheumatologie,0340-1855,1435-1250,Springer,http://link.springer.com/journal/393,,2005,,2011,
394,European Journal of Nutrition,1436-6207,1436-6215,Springer,http://link.springer.com/journal/394,,1960,,2011,
395,Basic Research in Cardiology,0300-8428,1435-1803,Springer,http://link.springer.com/journal/395,,1937,,2011,
396,Colloid and Polymer Science,0303-402X,1435-1536,Springer,http://link.springer.com/journal/396,,1906,,2011,
397,Rheologica Acta,0035-4511,1435-1528,Springer,http://link.springer.com/journal/397,,1958,,2011,
399,Herzschrittmachertherapie + Elektrophysiologie,0938-7412,1435-1544,Springer,http://link.springer.com/journal/399,,2005,,2011,
401,Acta Neuropathologica,0001-6322,1432-0533,Springer,http://link.springer.com/journal/401,,1961,,2011,
402,Archives of Orthopaedic and Trauma Surgery,0936-8051,1434-3916,Springer,http://link.springer.com/journal/402,,1903,,2011,
403,Archives of Dermatological Research,0340-3696,1432-069X,Springer,http://link.springer.com/journal/403,,1869,,2011,
404,Archives of Gynecology and Obstetrics,0932-0067,1432-0711,Springer,http://link.springer.com/journal/404,,1870,,2011,
405,European Archives of Oto-Rhino-Laryngology,0937-4477,1434-4726,Springer,http://link.springer.com/journal/405,,1864,,2011,
406,European Archives of Psychiatry and Clinical Neuroscience,0940-1334,1433-8491,Springer,http://link.springer.com/journal/406,,1868,,2011,
407,Archive for History of Exact Sciences,0003-9519,1432-0657,Springer,http://link.springer.com/journal/407,,1960,,2011,
408,Lung,0341-2040,1432-1750,Springer,http://link.springer.com/journal/408,,1903,,2011,
410,Contributions to Mineralogy and Petrology,0010-7999,1432-0967,Springer,http://link.springer.com/journal/410,,1947,,2011,
411,Radiation and Environmental Biophysics,0301-634X,1432-2099,Springer,http://link.springer.com/journal/411,,1963,,2011,
412,Chromosoma,0009-5915,1432-0886,Springer,http://link.springer.com/journal/412,,1939,,2011,
414,International Journal of Legal Medicine,0937-9827,1437-1596,Springer,http://link.springer.com/journal/414,,1922,,2011,
415,Journal of Neurology,0340-5354,1432-1459,Springer,http://link.springer.com/journal/415,,1891,,2011,
417,Graefe's Archive for Clinical and Experimental Ophthalmology,0721-832X,1435-702X,Springer,http://link.springer.com/journal/417,,1854,,2011,
418,Histochemistry and Cell Biology,0948-6143,1432-119X,Springer,http://link.springer.com/journal/418,,1958,,2011,
419,Archive of Applied Mechanics,0939-1533,1432-0681,Springer,http://link.springer.com/journal/419,,1929,,2011,
420,International Archives of Occupational and Environmental Health,0340-0131,1432-1246,Springer,http://link.springer.com/journal/420,,1930,,2011,
421,European Journal of Applied Physiology,1439-6319,1439-6327,Springer,http://link.springer.com/journal/421,,1928,,2011,
422,Biological Cybernetics,0340-1200,1432-0770,Springer,http://link.springer.com/journal/422,,1961,,2011,
423,Langenbeck's Archives of Surgery,1435-2443,1435-2451,Springer,http://link.springer.com/journal/423,,1872,,2011,
424,Pflügers Archiv - European Journal of Physiology,0031-6768,1432-2013,Springer,http://link.springer.com/journal/424,,1868,,2011,
425,Planta,0032-0935,1432-2048,Springer,http://link.springer.com/journal/425,,1925,,2011,
426,Psychological Research,0340-0727,1430-2772,Springer,http://link.springer.com/journal/426,,1922,,2011,
427,Development Genes and Evolution,0949-944X,1432-041X,Springer,http://link.springer.com/journal/427,,1894,,2011,
428,Virchows Archiv,0945-6317,1432-2307,Springer,http://link.springer.com/journal/428,,1847,,2011,
429,Brain Structure and Function (=Anatomy and Embryology),1863-2653,1863-2661,Springer,http://link.springer.com/journal/429,,1892,,2011,
430,Medical Microbiology and Immunology,0300-8584,1432-1831,Springer,http://link.springer.com/journal/430,,1886,,2011,
431,European Journal of Pediatrics,0340-6199,1432-1076,Springer,http://link.springer.com/journal/431,,1910,,2011,
432,Journal of Cancer Research and Clinical Oncology,0171-5216,1432-1335,Springer,http://link.springer.com/journal/432,,1903,,2011,
433,Research Experimental Medicine,0300-9130,1433-8580,Springer,http://link.springer.com/journal/433,,1913,,1996,
435,Zoomorphology,0720-213X,1432-234X,Springer,http://link.springer.com/journal/435,,1924,,2011,
436,Parasitology Research,0932-0113,1432-1955,Springer,http://link.springer.com/journal/436,,1928,,2011,
438,Molecular Genetics and Genomics,1617-4615,1617-4623,Springer,http://link.springer.com/journal/438,,1908,,2011,
439,Human Genetics,0340-6717,1432-1203,Springer,http://link.springer.com/journal/439,,1964,,2011,
440,Probability Theory and Related Fields,0178-8051,1432-2064,Springer,http://link.springer.com/journal/440,,1962,,2011,
441,Cell and Tissue Research,0302-766X,1432-0878,Springer,http://link.springer.com/journal/441,,1924,,2011,
442,Oecologia,0029-8549,1432-1939,Springer,http://link.springer.com/journal/442,,1968,,2011,
443,Virchows Archiv B Cell Pathology,0340-6075,,Springer,http://link.springer.com/journal/443,,1968,,1993,
445,Bulletin of Volcanology,0258-8900,1432-0819,Springer,http://link.springer.com/journal/445,,1937,,2011,
446,Distributed Computing,0178-2770,1432-0452,Springer,http://link.springer.com/journal/446,,1986,,2011,
449,Bioprocess and Biosystems Engineering,1615-7591,1615-7605,Springer,http://link.springer.com/journal/449,,1986,,2011,
450,Computer Science - Research and Development (= Informatik - Forschung und Entwicklung),1865-2034,1865-2042,Springer,http://link.springer.com/journal/450,,2005,,2011,
451,Forum der Psychoanalyse,0178-7667,1437-0751,Springer,http://link.springer.com/journal/451,,2005,,2011,
453,Algorithmica,0178-4617,1432-0541,Springer,http://link.springer.com/journal/453,,1986,,2011,
454,Discrete & Computational Geometry,0179-5376,1432-0444,Springer,http://link.springer.com/journal/454,,1986,,2011,
