publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Pure and Applied Geophysics	0033-4553	1420-9136	1939			2011			http://link.springer.com/journal/24		24		fulltext		Springer	serial								
Results in Mathematics	1422-6383	1420-9012	1978			2011			http://link.springer.com/journal/25		25		fulltext		Springer	serial								
Annals of Combinatorics	0218-0006	0219-3094	2005			2011			http://link.springer.com/journal/26		26		fulltext		Springer	serial								
Aquatic Sciences (= Aquatic Science)	1015-1621	1420-9055	1920			2011			http://link.springer.com/journal/27		27		fulltext		Springer	serial								
Journal of Evolution Equations	1424-3199	1424-3202	2005			2011			http://link.springer.com/journal/28		28		fulltext		Springer	serial								
Selecta Mathematica	1022-1824	1420-9020	1995			2011			http://link.springer.com/journal/29		29		fulltext		Springer	serial								
Nonlinear Differential Equations and Applications NoDEA	1021-9722	1420-9004	1994			2011			http://link.springer.com/journal/30		30		fulltext		Springer	serial								
Transformation Groups	1083-4362	1531-586X	1996			2011			http://link.springer.com/journal/31		31		fulltext		Springer	serial								
Milan Journal of Mathematics	1424-9286	1424-9294	1927			2011			http://link.springer.com/journal/32		32		fulltext		Springer	serial								
Zeitschrift für angewandte Mathematik und Physik	0044-2275	1420-9039	1950			2011			http://link.springer.com/journal/33		33		fulltext		Springer	serial								
Circuits, Systems, and Signal Processing	0278-081X	1531-5878	1982			2011			http://link.springer.com/journal/34		34		fulltext		Springer	serial								
Alpine Botany (= Botanica helvetica)	1664-2201	1664-221X	2005			2011			http://link.springer.com/journal/35		35		fulltext		Springer	serial								
computational complexity	1016-3328	1420-8954	1991			2011			http://link.springer.com/journal/37		37		fulltext		Springer	serial								
International Journal of Public Health	1661-8556	1661-8564	1956			2011			http://link.springer.com/journal/38		38		fulltext		Springer	serial								
Geometric and Functional Analysis	1016-443X	1420-8970	1991			2011			http://link.springer.com/journal/39		39		fulltext		Springer	serial								
Insectes Sociaux	0020-1812	1420-9098	1954			2011			http://link.springer.com/journal/40		40		fulltext		Springer	serial								
Journal of Fourier Analysis and Applications	1069-5869	1531-5851	1994			2011			http://link.springer.com/journal/41		41		fulltext		Springer	serial								
Medicinal Chemistry Research	1054-2523	1554-8120	2005			2011			http://link.springer.com/journal/44		44		fulltext		Springer	serial								
NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin	0036-6978	1420-9144	1993			2011			http://link.springer.com/journal/48		48		fulltext		Springer	serial								
Chemoecology	0937-7409	1423-0445	1990			2011			http://link.springer.com/journal/49		49		fulltext		Springer	serial								
Coloproctology	0174-2442	1615-6730	2005			2011			http://link.springer.com/journal/53		53		fulltext		Springer	serial								
Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie	1434-5293	1615-6714	1931			2011			http://link.springer.com/journal/56		56		fulltext		Springer	serial								
Heilberufe	0017-9604		2008			2011			http://link.springer.com/journal/58		58		fulltext		Springer	serial								
Herz	0340-9937	1615-6692	2005			2011			http://link.springer.com/journal/59		59		fulltext		Springer	serial								
HNO Nachrichten	0177-1000		2009			2011			http://link.springer.com/journal/60		60		fulltext		Springer	serial								
Clinical Neuroradiology (formerly: Klinische Neuroradiologie)	0939-7116	1869-1447	2005			2011			http://link.springer.com/journal/62		62		fulltext		Springer	serial								
Medizinische Klinik - Intensivmedizin und Notfallmedizin (= Medizinische Klinik)	2193-6218	2193-6226	2005			2011			http://link.springer.com/journal/63		63		fulltext		Springer	serial								
Operative Orthopädie und Traumatologie	0934-6694	1439-0981	1989			2011			http://link.springer.com/journal/64		64		fulltext		Springer	serial								
Orthopedics Traumatology	0941-2530	1617-3538	1992			1995			http://link.springer.com/journal/65		65		fulltext		Springer	serial								
Strahlentherapie und Onkologie	0179-7158	1439-099X	2005			2011			http://link.springer.com/journal/66		66		fulltext		Springer	serial								
European Journal of Trauma and Emergency Surgery	1863-9933	1863-9941	1975			2011			http://link.springer.com/journal/68		68		fulltext		Springer	serial								
Der Anaesthesist	0003-2417	1432-055X	2005			2011			http://link.springer.com/journal/101		101		fulltext		Springer	serial								
Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz	1436-9990	1437-1588	2005			2011			http://link.springer.com/journal/103		103		fulltext		Springer	serial								
Der Chirurg	0009-4722	1433-0385	2005			2011			http://link.springer.com/journal/104		104		fulltext		Springer	serial								
Der Hautarzt	0017-8470	1432-1173	2005			2011			http://link.springer.com/journal/105		105		fulltext		Springer	serial								
HNO	0017-6192	1433-0458	2005			2011			http://link.springer.com/journal/106		106		fulltext		Springer	serial								
European Journal of Wood and Wood Products (= Holz als Roh- und Werkstoff)	0018-3768	1436-736X	1937			2011			http://link.springer.com/journal/107		107		fulltext		Springer	serial								
Der Internist	0020-9554	1432-1289	2005			2011			http://link.springer.com/journal/108		108		fulltext		Springer	serial								
Journal of Molecular Medicine	0946-2716	1432-1440	1922			2011			http://link.springer.com/journal/109		109		fulltext		Springer	serial								
Monatsschrift Kinderheilkunde	0026-9298	1433-0474	2005			2011			http://link.springer.com/journal/112		112		fulltext		Springer	serial								
Der Unfallchirurg	0177-5537	1433-044X	2005			2011			http://link.springer.com/journal/113		113		fulltext		Springer	serial								
The Science of Nature	1432-1904	0028-1042	1913			2011			http://link.springer.com/journal/114		114		fulltext		Springer	serial								
Der Nervenarzt	0028-2804	1433-0407	2005			2011			http://link.springer.com/journal/115		115		fulltext		Springer	serial								
Der Radiologe	0033-832X	1432-2102	2005			2011			http://link.springer.com/journal/117		117		fulltext		Springer	serial								
Der Urologe (A)	0340-2592	1433-0563	2005			2011			http://link.springer.com/journal/120		120		fulltext		Springer	serial								
Theoretical and Applied Genetics	0040-5752	1432-2242	1929			2011			http://link.springer.com/journal/122		122		fulltext		Springer	serial								
Diabetologia	0012-186X	1432-0428	1965			2011			http://link.springer.com/journal/125		125		fulltext		Springer	serial								
Mineralium Deposita	0026-4598	1432-1866	1966			2011			http://link.springer.com/journal/126		126		fulltext		Springer	serial								
Social Psychiatry and Psychiatric Epidemiology	0933-7954	1433-9285	1966			2011			http://link.springer.com/journal/127		127		fulltext		Springer	serial								
Bulletin of Environmental Contamination and Toxicology	0007-4861	1432-0800	1966			2011			http://link.springer.com/journal/128		128		fulltext		Springer	serial								
Der Gynäkologe	0017-5994	1433-0393	2005			2011			http://link.springer.com/journal/129		129		fulltext		Springer	serial								
Der Orthopäde	0085-4530	1433-0431	2005			2011			http://link.springer.com/journal/132		132		fulltext		Springer	serial								
Intensive Care Medicine	0342-4642	1432-1238	1975			2011			http://link.springer.com/journal/134		134		fulltext		Springer	serial								
Journal Materials Engineering	0931-7058		1987			1991			http://link.springer.com/journal/135		135		fulltext		Springer	serial								
Journal Heat Treating	0190-9177		1979			1991			http://link.springer.com/journal/136		136		fulltext		Springer	serial								
Machine Vision and Applications	0932-8092	1432-1769	1988			2011			http://link.springer.com/journal/138		138		fulltext		Springer	serial								
Arthroskopie	0933-7946	1434-3924	2005			2011			http://link.springer.com/journal/142		142		fulltext		Springer	serial								
Journal of Cryptology	0933-2790	1432-1378	1988			2011			http://link.springer.com/journal/145		145		fulltext		Springer	serial								
AI & SOCIETY	0951-5666	1435-5655	1987			2011			http://link.springer.com/journal/146		146		fulltext		Springer	serial								
Journal of Population Economics	0933-1433	1432-1475	1988			2011			http://link.springer.com/journal/148		148		fulltext		Springer	serial								
Archive for Mathematical Logic	0933-5846	1432-0665	1950			2011			http://link.springer.com/journal/153		153		fulltext		Springer	serial								
Structural and Multidisciplinary Optimization	1615-147X	1615-1488	1989			2011			http://link.springer.com/journal/158		158		fulltext		Springer	serial								
The Astronomy and Astrophysics Review	0935-4956	1432-0754	1989			2011			http://link.springer.com/journal/159		159		fulltext		Springer	serial								
Continuum Mechanics and Thermodynamics	0935-1175	1432-0959	1989			2011			http://link.springer.com/journal/161		161		fulltext		Springer	serial								
Theoretical and Computational Fluid Dynamics	0935-4964	1432-2250	1989			2011			http://link.springer.com/journal/162		162		fulltext		Springer	serial								
Research in Engineering Design	0934-9839	1435-6066	1989			2011			http://link.springer.com/journal/163		163		fulltext		Springer	serial								
Formal Aspects of Computing	0934-5043	1433-299X	1989			2011			http://link.springer.com/journal/165		165		fulltext		Springer	serial								
Knee Surgery, Sports Traumatology, Arthroscopy	0942-2056	1433-7347	1993			2011			http://link.springer.com/journal/167		167		fulltext		Springer	serial								
The Annals of Regional Science	0570-1864	1432-0592	1967			2011			http://link.springer.com/journal/168		168		fulltext		Springer	serial								
International Journal of Advanced Manufacturing Technology	0268-3768	1433-3015	1985			2011			http://link.springer.com/journal/170		170		fulltext		Springer	serial								
Computational Statistics	0943-4062	1613-9658	2005			2011			http://link.springer.com/journal/180		180		fulltext		Springer	serial								
Empirical Economics	0377-7332	1435-8921	1976			2011			http://link.springer.com/journal/181		181		fulltext		Springer	serial								
International Journal of Game Theory	0020-7276	1432-1270	1971			2011			http://link.springer.com/journal/182		182		fulltext		Springer	serial								
Metrika	0026-1335	1435-926X	1958			2011			http://link.springer.com/journal/184		184		fulltext		Springer	serial								
Mathematical Methods of Operations Research	1432-2994	1432-5217	1956			2011			http://link.springer.com/journal/186		186		fulltext		Springer	serial								
Journal of Management Control (formerly: Zeitschrift für Planung & Unternehmenssteuerung)	2191-4761	2191-477X	2005			2011			http://link.springer.com/journal/187		187		fulltext		Springer	serial								
Journal of Geodesy	0949-7714	1432-1394	1976			2011			http://link.springer.com/journal/190		190		fulltext		Springer	serial								
Journal of Evolutionary Economics	0936-9937	1432-1386	1991			2011			http://link.springer.com/journal/191		191		fulltext		Springer	serial								
International Urogynecology Journal	0937-3462	1433-3023	1990			2011			http://link.springer.com/journal/192		192		fulltext		Springer	serial								
Shock Waves	0938-1287	1432-2153	1991			2011			http://link.springer.com/journal/193		193		fulltext		Springer	serial								
Rechtsmedizin	0937-9819	1434-5196	2005			2011			http://link.springer.com/journal/194		194		fulltext		Springer	serial								
Osteoporosis International	0937-941X	1433-2965	1990			2011			http://link.springer.com/journal/198		198		fulltext		Springer	serial								
Economic Theory	0938-2259	1432-0479	1991			2011			http://link.springer.com/journal/199		199		fulltext		Springer	serial								
Applicable Algebra in Engineering, Communication and Computing	0938-1279	1432-0622	1990			2011			http://link.springer.com/journal/200		200		fulltext		Springer	serial								
Electrical Engineering	0948-7921	1432-0487	1912			2011			http://link.springer.com/journal/202		202		fulltext		Springer	serial								
Archives of Microbiology	0302-8933	1432-072X	1930			2011			http://link.springer.com/journal/203		203		fulltext		Springer	serial								
Archives of Toxicology	0340-5761	1432-0738	1930			2011			http://link.springer.com/journal/204		204		fulltext		Springer	serial								
Archive for Rational Mechanics and Analysis	0003-9527	1432-0673	1957			2011			http://link.springer.com/journal/205		205		fulltext		Springer	serial								
Mathematische Annalen	0025-5831	1432-1807	1869			2011			http://link.springer.com/journal/208		208		fulltext		Springer	serial								
Mathematische Zeitschrift	0025-5874	1432-1823	1918			2011			http://link.springer.com/journal/209		209		fulltext		Springer	serial								
Naunyn-Schmiedeberg's Archives of Pharmacology	0028-1298	1432-1912	1873			2011			http://link.springer.com/journal/210		210		fulltext		Springer	serial								
Numerische Mathematik	0029-599X	0945-3245	1959			2011			http://link.springer.com/journal/211		211		fulltext		Springer	serial								
Psychopharmacology	0033-3158	1432-2072	1959			2011			http://link.springer.com/journal/213		213		fulltext		Springer	serial								
Theoretical Chemistry Accounts	1432-881X	1432-2234	1962			2011			http://link.springer.com/journal/214		214		fulltext		Springer	serial								
Analytical and Bioanalytical Chemistry (formerly: Fresenius' Journal of Analytical Chemistry)	1618-2642	1618-2650	1862			2011			http://link.springer.com/journal/216		216		fulltext		Springer	serial								
European Food Research and Technology	1438-2377	1438-2385	1898			2011			http://link.springer.com/journal/217		217		fulltext		Springer	serial								
Zeitschrift Physik A Hadrons nuclei	0939-7922		1920			1996			http://link.springer.com/journal/218		218		fulltext		Springer	serial								
Communications in Mathematical Physics	0010-3616	1432-0916	1965			2011			http://link.springer.com/journal/220		220		fulltext		Springer	serial								
Experimental Brain Research	0014-4819	1432-1106	1966			2011			http://link.springer.com/journal/221		221		fulltext		Springer	serial								
Inventiones mathematicae	0020-9910	1432-1297	1966			2011			http://link.springer.com/journal/222		222		fulltext		Springer	serial								
Calcified Tissue International	0171-967X	1432-0827	1967			2011			http://link.springer.com/journal/223		223		fulltext		Springer	serial								
Theory of Computing Systems	1432-4350	1433-0490	1967			2011			http://link.springer.com/journal/224		224		fulltext		Springer	serial								
Wood Science and Technology	0043-7719	1432-5225	1967			2011			http://link.springer.com/journal/226		226		fulltext		Springer	serial								
Marine Biology	0025-3162	1432-1793	1967			2011			http://link.springer.com/journal/227		227		fulltext		Springer	serial								
European Journal of Clinical Pharmacology	0031-6970	1432-1041	1968			2011			http://link.springer.com/journal/228		228		fulltext		Springer	serial								
Manuscripta Mathematica	0025-2611	1432-1785	1969			2011			http://link.springer.com/journal/229		229		fulltext		Springer	serial								
Heat and Mass Transfer	0947-7411	1432-1181	1968			2011			http://link.springer.com/journal/231		231		fulltext		Springer	serial								
The Journal of Membrane Biology	0022-2631	1432-1424	1969			2011			http://link.springer.com/journal/232		232		fulltext		Springer	serial								
Semigroup Forum	0037-1912	1432-2137	1970			2011			http://link.springer.com/journal/233		233		fulltext		Springer	serial								
Neuroradiology	0028-3940	1432-1920	1970			2011			http://link.springer.com/journal/234		234		fulltext		Springer	serial								
Acta Informatica	0001-5903	1432-0525	1971			2011			http://link.springer.com/journal/236		236		fulltext		Springer	serial								
European Journal of Plastic Surgery	0930-343X	1435-0130	1971			2011			http://link.springer.com/journal/238		238		fulltext		Springer	serial								
Journal of Molecular Evolution	0022-2844	1432-1432	1971			2011			http://link.springer.com/journal/239		239		fulltext		Springer	serial								
Urolithiasis (formerly: Urological Research)	2194-7228	2194-7236	1973			2011			http://link.springer.com/journal/240		240		fulltext		Springer	serial								
Archives of Environmental Contamination and Toxicology	0090-4341	1432-0703	1973			2011			http://link.springer.com/journal/244		244		fulltext		Springer	serial								
Applied Mathematics & Optimization	0095-4616	1432-0606	1974			2011			http://link.springer.com/journal/245		245		fulltext		Springer	serial								
Pediatric Cardiology	0172-0643	1432-1971	1979			2011			http://link.springer.com/journal/246		246		fulltext		Springer	serial								
Pediatric Radiology	0301-0449	1432-1998	1973			2011			http://link.springer.com/journal/247		247		fulltext		Springer	serial								
Microbial Ecology	0095-3628	1432-184X	1974			2011			http://link.springer.com/journal/248		248		fulltext		Springer	serial								
European Biophysics Journal	0175-7571	1432-1017	1974			2011			http://link.springer.com/journal/249		249		fulltext		Springer	serial								
Immunogenetics	0093-7711	1432-1211	1974			2011			http://link.springer.com/journal/251		251		fulltext		Springer	serial								
Applied Microbiology and Biotechnology	0175-7598	1432-0614	1975			2011			http://link.springer.com/journal/253		253		fulltext		Springer	serial								
Environmental Geology	0943-0105	1432-0495	1975			1996			http://link.springer.com/journal/254		254		fulltext		Springer	serial								
Skeletal Radiology	0364-2348	1432-2161	1976			2011			http://link.springer.com/journal/256		256		fulltext		Springer	serial								
Zeitschrift Physik B Condensed Matter	0722-3277		1962			1996			http://link.springer.com/journal/257		257		fulltext		Springer	serial								
European Journal of Nuclear Medicine and Molecular Imaging	1619-7070	1619-7089	1976			2011			http://link.springer.com/journal/259		259		fulltext		Springer	serial								
Abdominal Radiology (formerly: “Abdominal Imaging”)	0942-8925	1432-0509	1976			2011			http://link.springer.com/journal/261		261		fulltext		Springer	serial								
Cancer Immunology, Immunotherapy	0340-7004	1432-0851	1976			2011			http://link.springer.com/journal/262		262		fulltext		Springer	serial								
International Orthopaedics	0341-2695	1432-5195	1977			2011			http://link.springer.com/journal/264		264		fulltext		Springer	serial								
Behavioral Ecology and Sociobiology	0340-5443	1432-0762	1976			2011			http://link.springer.com/journal/265		265		fulltext		Springer	serial								
Aesthetic Plastic Surgery	0364-216X	1432-5241	1976			2011			http://link.springer.com/journal/266		266		fulltext		Springer	serial								
Environmental Management	0364-152X	1432-1009	1977			2011			http://link.springer.com/journal/267		267		fulltext		Springer	serial								
World Journal of Surgery	0364-2313	1432-2323	1977			2011			http://link.springer.com/journal/268		268		fulltext		Springer	serial								
Physics and Chemistry of Minerals	0342-1791	1432-2021	1977			2011			http://link.springer.com/journal/269		269		fulltext		Springer	serial								
CardioVascular and Interventional Radiology	0174-1551	1432-086X	1978			2011			http://link.springer.com/journal/270		270		fulltext		Springer	serial								
Irrigation Science	0342-7188	1432-1319	1978			2011			http://link.springer.com/journal/271		271		fulltext		Springer	serial								
Surgical and Radiologic Anatomy	0930-1038	1279-8517	1978			2011			http://link.springer.com/journal/276		276		fulltext		Springer	serial								
Annals of Hematology	0939-5555	1432-0584	1955			2011			http://link.springer.com/journal/277		277		fulltext		Springer	serial								
Psychotherapeut	0935-6185	1432-2080	2005			2011			http://link.springer.com/journal/278		278		fulltext		Springer	serial								
Cancer Chemotherapy and Pharmacology	0344-5704	1432-0843	1978			2011			http://link.springer.com/journal/280		280		fulltext		Springer	serial								
Seminars in Immunopathology	1863-2297	1863-2300	1978			2011			http://link.springer.com/journal/281		281		fulltext		Springer	serial								
The Mathematical Intelligencer	0343-6993	1866-7414	1978			2011			http://link.springer.com/journal/283		283		fulltext		Springer	serial								
Current Microbiology	0343-8651	1432-0991	1978			2011			http://link.springer.com/journal/284		284		fulltext		Springer	serial								
Journal of Mathematical Biology	0303-6812	1432-1416	1974			2011			http://link.springer.com/journal/285		285		fulltext		Springer	serial								
Informatik-Spektrum	0170-6012	1432-122X	2005			2011			http://link.springer.com/journal/287		287		fulltext		Springer	serial								
Zeitschrift Physik C Particles Fields	0170-9739	1431-5858	1979			1996			http://link.springer.com/journal/288		288		fulltext		Springer	serial								
Polymer Bulletin	0170-0839	1436-2449	1978			2011			http://link.springer.com/journal/289		289		fulltext		Springer	serial								
Urologic Radiology	0171-1091		1980			1992			http://link.springer.com/journal/290		290		fulltext		Springer	serial								
OR Spectrum	0171-6468	1436-6304	1979			2011			http://link.springer.com/journal/291		291		fulltext		Springer	serial								
Der Pathologe	0172-8113	1432-1963	2005			2011			http://link.springer.com/journal/292		292		fulltext		Springer	serial								
Current Genetics	0172-8083	1432-0983	1979			2011			http://link.springer.com/journal/294		294		fulltext		Springer	serial								
Rheumatology International	0172-8172	1437-160X	1981			2011			http://link.springer.com/journal/296		296		fulltext		Springer	serial								
Plant Cell Reports	0721-7714	1432-203X	1981			2011			http://link.springer.com/journal/299		299		fulltext		Springer	serial								
Polar Biology	0722-4060	1432-2056	1982			2011			http://link.springer.com/journal/300		300		fulltext		Springer	serial								
European Radiology	0938-7994	1432-1084	1991			2011			http://link.springer.com/journal/330		330		fulltext		Springer	serial								
Journal of Nonlinear Science	0938-8974	1432-1467	1991			2011			http://link.springer.com/journal/332		332		fulltext		Springer	serial								
Vegetation History and Archaeobotany	0939-6314	1617-6278	1992			2011			http://link.springer.com/journal/334		334		fulltext		Springer	serial								
Mammalian Genome	0938-8990	1432-1777	1991			2011			http://link.springer.com/journal/335		335		fulltext		Springer	serial								
Manuelle Medizin	0025-2514	1433-0466	2005			2011			http://link.springer.com/journal/337		337		fulltext		Springer	serial								
Coral Reefs	0722-4028	1432-0975	1982			2011			http://link.springer.com/journal/338		338		fulltext		Springer	serial								
Applied Physics A	0947-8396	1432-0630	1973			2011			http://link.springer.com/journal/339		339		fulltext		Springer	serial								
Applied Physics B	0946-2171	1432-0649	1981			2011			http://link.springer.com/journal/340		340		fulltext		Springer	serial								
Chinese Journal of Oceanology and Limnology	0254-4059	1993-5005	1982			2011			http://link.springer.com/journal/343		343		fulltext		Springer	serial								
Journal of Plant Growth Regulation	0721-7595	1435-8107	1982			2011			http://link.springer.com/journal/344		344		fulltext		Springer	serial								
World Journal of Urology	0724-4983	1433-8726	1983			2011			http://link.springer.com/journal/345		345		fulltext		Springer	serial								
Der Ophthalmologe	0941-293X	1433-0423	2005			2011			http://link.springer.com/journal/347		347		fulltext		Springer	serial								
Experiments in Fluids	0723-4864	1432-1114	1983			2011			http://link.springer.com/journal/348		348		fulltext		Springer	serial								
Medizinrecht (=MedR - Medizinrecht)	0723-8886	1433-8629	2005			2011			http://link.springer.com/journal/350		350		fulltext		Springer	serial								
New Generation Computing	0288-3635	1882-7055	1983			2004			http://link.springer.com/journal/354		354		fulltext		Springer	serial								
Social Choice and Welfare	0176-1714	1432-217X	1984			2011			http://link.springer.com/journal/355		355		fulltext		Springer	serial								
Journal of Classification	0176-4268	1432-1343	1984			2011			http://link.springer.com/journal/357		357		fulltext		Springer	serial								
Journal of Comparative Physiology A	0340-7594	1432-1351	1924			2011			http://link.springer.com/journal/359		359		fulltext		Springer	serial								
Journal of Comparative Physiology B	0174-1578	1432-136X	1984			2011			http://link.springer.com/journal/360		360		fulltext		Springer	serial								
Statistical Papers	0932-5026	1613-9798	1960			2011			http://link.springer.com/journal/362		362		fulltext		Springer	serial								
Constructive Approximation	0176-4276	1432-0940	1985			2011			http://link.springer.com/journal/365		365		fulltext		Springer	serial								
Engineering with Computers	0177-0667	1435-5663	1985			2011			http://link.springer.com/journal/366		366		fulltext		Springer	serial								
Geo-Marine Letters	0276-0460	1432-1157	1981			2011			http://link.springer.com/journal/367		367		fulltext		Springer	serial								
The Visual Computer	0178-2789	1432-2315	1985			2011			http://link.springer.com/journal/371		371		fulltext		Springer	serial								
Graphs and Combinatorics	0911-0119	1435-5914	1985			2011			http://link.springer.com/journal/373		373		fulltext		Springer	serial								
Biology and Fertility of Soils	0178-2762	1432-0789	1985			2011			http://link.springer.com/journal/374		374		fulltext		Springer	serial								
Advances Atmospheric Sciences	0256-1530	1861-9533	1984			2004			http://link.springer.com/journal/376		376		fulltext		Springer	serial								
Heart and Vessels	0910-8327	1615-2573	1985			2011			http://link.springer.com/journal/380		380		fulltext		Springer	serial								
Child's Nervous System	0256-7040	1433-0350	1985			2011			http://link.springer.com/journal/381		381		fulltext		Springer	serial								
Climate Dynamics	0930-7575	1432-0894	1986			2011			http://link.springer.com/journal/382		382		fulltext		Springer	serial								
Pediatric Surgery International	0179-0358	1437-9813	1986			2011			http://link.springer.com/journal/383		383		fulltext		Springer	serial								
International Journal of Colorectal Disease	0179-1958	1432-1262	1986			2011			http://link.springer.com/journal/384		384		fulltext		Springer	serial								
Zeitschrift für Gerontologie und Geriatrie	0948-6704	1435-1269	2005			2011			http://link.springer.com/journal/391		391		fulltext		Springer	serial								
Clinical Research in Cardiology	1861-0684	1861-0692	2005			2011			http://link.springer.com/journal/392		392		fulltext		Springer	serial								
Zeitschrift für Rheumatologie	0340-1855	1435-1250	2005			2011			http://link.springer.com/journal/393		393		fulltext		Springer	serial								
European Journal of Nutrition	1436-6207	1436-6215	1960			2011			http://link.springer.com/journal/394		394		fulltext		Springer	serial								
Basic Research in Cardiology	0300-8428	1435-1803	1937			2011			http://link.springer.com/journal/395		395		fulltext		Springer	serial								
Colloid and Polymer Science	0303-402X	1435-1536	1906			2011			http://link.springer.com/journal/396		396		fulltext		Springer	serial								
Rheologica Acta	0035-4511	1435-1528	1958			2011			http://link.springer.com/journal/397		397		fulltext		Springer	serial								
Herzschrittmachertherapie + Elektrophysiologie	0938-7412	1435-1544	2005			2011			http://link.springer.com/journal/399		399		fulltext		Springer	serial								
Acta Neuropathologica	0001-6322	1432-0533	1961			2011			http://link.springer.com/journal/401		401		fulltext		Springer	serial								
Archives of Orthopaedic and Trauma Surgery	0936-8051	1434-3916	1903			2011			http://link.springer.com/journal/402		402		fulltext		Springer	serial								
Archives of Dermatological Research	0340-3696	1432-069X	1869			2011			http://link.springer.com/journal/403		403		fulltext		Springer	serial								
Archives of Gynecology and Obstetrics	0932-0067	1432-0711	1870			2011			http://link.springer.com/journal/404		404		fulltext		Springer	serial								
European Archives of Oto-Rhino-Laryngology	0937-4477	1434-4726	1864			2011			http://link.springer.com/journal/405		405		fulltext		Springer	serial								
European Archives of Psychiatry and Clinical Neuroscience	0940-1334	1433-8491	1868			2011			http://link.springer.com/journal/406		406		fulltext		Springer	serial								
Archive for History of Exact Sciences	0003-9519	1432-0657	1960			2011			http://link.springer.com/journal/407		407		fulltext		Springer	serial								
Lung	0341-2040	1432-1750	1903			2011			http://link.springer.com/journal/408		408		fulltext		Springer	serial								
Contributions to Mineralogy and Petrology	0010-7999	1432-0967	1947			2011			http://link.springer.com/journal/410		410		fulltext		Springer	serial								
Radiation and Environmental Biophysics	0301-634X	1432-2099	1963			2011			http://link.springer.com/journal/411		411		fulltext		Springer	serial								
Chromosoma	0009-5915	1432-0886	1939			2011			http://link.springer.com/journal/412		412		fulltext		Springer	serial								
International Journal of Legal Medicine	0937-9827	1437-1596	1922			2011			http://link.springer.com/journal/414		414		fulltext		Springer	serial								
Journal of Neurology	0340-5354	1432-1459	1891			2011			http://link.springer.com/journal/415		415		fulltext		Springer	serial								
Graefe's Archive for Clinical and Experimental Ophthalmology	0721-832X	1435-702X	1854			2011			http://link.springer.com/journal/417		417		fulltext		Springer	serial								
Histochemistry and Cell Biology	0948-6143	1432-119X	1958			2011			http://link.springer.com/journal/418		418		fulltext		Springer	serial								
Archive of Applied Mechanics	0939-1533	1432-0681	1929			2011			http://link.springer.com/journal/419		419		fulltext		Springer	serial								
International Archives of Occupational and Environmental Health	0340-0131	1432-1246	1930			2011			http://link.springer.com/journal/420		420		fulltext		Springer	serial								
