publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Journal for the History of Modern Theology / Zeitschrift für Neuere Theologiegeschichte	0943-7592	1612-9776	1994	1		2017	24		https://www.degruyter.com/openurl?genre=journal&issn=1612-9776		1612-9776		fulltext		De Gruyter	serial								P
Journal für die reine und angewandte Mathematik	0075-4102	1435-5345	1826			2017			https://www.degruyter.com/openurl?genre=journal&issn=1435-5345		1435-5345		fulltext		De Gruyter	serial								P
Journal of African Languages and Linguistics	0167-6164	1613-3811	1979	1		2017	38		https://www.degruyter.com/openurl?genre=journal&issn=1613-3811		1613-3811		fulltext		De Gruyter Mouton	serial								P
Journal of Agricultural & Food Industrial Organization	2194-5896	1542-0485	2003	1		2017	15		https://www.degruyter.com/openurl?genre=journal&issn=1542-0485		1542-0485		fulltext		De Gruyter	serial								P
Journal of Ancient History	2324-8106	2324-8114	2013	1		2017	5		https://www.degruyter.com/openurl?genre=journal&issn=2324-8114		2324-8114		fulltext		De Gruyter	serial								P
Journal of Ancient Near Eastern History	2328-9554	2328-9562	2014	1		2017	4		https://www.degruyter.com/openurl?genre=journal&issn=2328-9562		2328-9562		fulltext		De Gruyter	serial								P
Journal of Applied Analysis	1425-6908	1869-6082	1995	1		2017	23		https://www.degruyter.com/openurl?genre=journal&issn=1869-6082		1869-6082		fulltext		De Gruyter	serial								P
Journal of Applied Geodesy	1862-9016	1862-9024	2007	1		2017	11		https://www.degruyter.com/openurl?genre=journal&issn=1862-9024		1862-9024		fulltext		De Gruyter	serial								P
Journal of Basic and Clinical Physiology and Pharmacology	0792-6855	2191-0286	1986	6		2017	28		https://www.degruyter.com/openurl?genre=journal&issn=2191-0286		2191-0286		fulltext		De Gruyter	serial								P
Journal of Biosecurity, Biosafety and Biodefense Law	2194-590X	2154-3186	2011			2017			https://www.degruyter.com/openurl?genre=journal&issn=2154-3186		2154-3186		fulltext		De Gruyter	serial								P
Journal of Business Valuation and Economic Loss Analysis	2194-5861	1932-9156	2006	1		2017	12		https://www.degruyter.com/openurl?genre=journal&issn=1932-9156		1932-9156		fulltext		De Gruyter	serial								P
Journal of Causal Inference 	2193-3677	2193-3685	2013	1		2017	5		https://www.degruyter.com/openurl?genre=journal&issn=2193-3685		2193-3685		fulltext		De Gruyter	serial								F
Journal of Complementary and Integrative Medicine	2194-6329	1553-3840	2004	1		2017	14		https://www.degruyter.com/openurl?genre=journal&issn=1553-3840		1553-3840		fulltext		De Gruyter	serial								P
Journal of Contemporary Drama in English	2195-0156	2195-0164	2013	1		2017	5		https://www.degruyter.com/openurl?genre=journal&issn=2195-0164		2195-0164		fulltext		De Gruyter	serial								P
Journal of Drug Policy Analysis	2194-6337	1941-2851	2008	1		2017	10		https://www.degruyter.com/openurl?genre=journal&issn=1941-2851		1941-2851		fulltext		De Gruyter	serial								P
Journal of Early Modern Christianity	2196-6648	2196-6656	2014	1		2017	4		https://www.degruyter.com/openurl?genre=journal&issn=2196-6656		2196-6656		fulltext		De Gruyter	serial								P
Journal of Econometric Methods	2194-6345	2156-6674	2012	1		2017	6		https://www.degruyter.com/openurl?genre=journal&issn=2156-6674		2156-6674		fulltext		De Gruyter	serial								P
Journal of English as a Lingua Franca	2191-9216	2191-933X	2012	1		2017	6		https://www.degruyter.com/openurl?genre=journal&issn=2191-933X		2191-933X		fulltext		De Gruyter Mouton	serial								P
Journal of European Tort Law	1868-9612	1868-9620	1998	1		2017	8		https://www.degruyter.com/openurl?genre=journal&issn=1868-9620		1868-9620		fulltext		De Gruyter	serial								P
Journal of Globalization and Development 	2194-6353	1948-1837	2010	1		2017	8		https://www.degruyter.com/openurl?genre=journal&issn=1948-1837		1948-1837		fulltext		De Gruyter	serial								P
Journal of Group Theory	1433-5883	1435-4446	1998	1		2017	20		https://www.degruyter.com/openurl?genre=journal&issn=1435-4446		1435-4446		fulltext		De Gruyter	serial								P
Journal of Homeland Security and Emergency Management	2194-6361	1547-7355	2004	1		2017	14		https://www.degruyter.com/openurl?genre=journal&issn=1547-7355		1547-7355		fulltext		De Gruyter	serial								P
Journal of Imagery Research in Sport and Physical Activity	2194-637X	1932-0191	2006	1		2017	12		https://www.degruyter.com/openurl?genre=journal&issn=1932-0191		1932-0191		fulltext		De Gruyter	serial								P
Journal of Intelligent Systems	0334-1860	2191-026X	1991	1		2017	26		https://www.degruyter.com/openurl?genre=journal&issn=2191-026X		2191-026X		fulltext		De Gruyter	serial								F
Journal of Inverse and Ill-posed Problems	0928-0219	1569-3945	1993	1		2017	25		https://www.degruyter.com/openurl?genre=journal&issn=1569-3945		1569-3945		fulltext		De Gruyter	serial								P
Journal of Laboratory Medicine	2567-9430	2567-9449	1977	1		2017	41		https://www.degruyter.com/openurl?genre=journal&issn=2567-9449		2567-9449		fulltext		De Gruyter	serial								F
Journal of Latin Linguistics	2194-8739	2194-8747	1980			2017	16		https://www.degruyter.com/openurl?genre=journal&issn=2194-8747		2194-8747		fulltext		De Gruyter Mouton	serial								P
Journal of Literary Semantics	0341-7638	1613-3838	1972	1		2017	46		https://www.degruyter.com/openurl?genre=journal&issn=1613-3838		1613-3838		fulltext		De Gruyter Mouton	serial								P
Journal of Literary Theory	1862-5290	1862-8990	2007	1		2017	11		https://www.degruyter.com/openurl?genre=journal&issn=1862-8990		1862-8990		fulltext		De Gruyter	serial								P
Journal of Mathematical Cryptology	1862-2976	1862-2984	2007	1		2017	11		https://www.degruyter.com/openurl?genre=journal&issn=1862-2984		1862-2984		fulltext		De Gruyter	serial								F
Journal of Non-Equilibrium Thermodynamics	0340-0204	1437-4358	1976	1		2017	42		https://www.degruyter.com/openurl?genre=journal&issn=1437-4358		1437-4358		fulltext		De Gruyter	serial								P
Journal of Numerical Mathematics	1570-2820	1569-3953	2001	9		2017	25		https://www.degruyter.com/openurl?genre=journal&issn=1569-3953		1569-3953		fulltext		De Gruyter	serial								P
Journal of Optical Communications	0173-4911	2191-6322	1980	1		2017	38		https://www.degruyter.com/openurl?genre=journal&issn=2191-6322		2191-6322		fulltext		De Gruyter	serial								P
Journal of Pediatric Endocrinology and Metabolism	0334-018X	2191-0251	1985	1		2017	30		https://www.degruyter.com/openurl?genre=journal&issn=2191-0251		2191-0251		fulltext		De Gruyter	serial								P
Journal of Perinatal Medicine	0300-5577	1619-3997	1973	1		2017	45		https://www.degruyter.com/openurl?genre=journal&issn=1619-3997		1619-3997		fulltext		De Gruyter	serial								P
Journal of Politeness Research	1612-5681	1613-4877	2005	1		2017	13		https://www.degruyter.com/openurl?genre=journal&issn=1613-4877		1613-4877		fulltext		De Gruyter Mouton	serial								P
Journal of Polymer Engineering	0334-6447	2191-0340	1984	4		2017	37		https://www.degruyter.com/openurl?genre=journal&issn=2191-0340		2191-0340		fulltext		De Gruyter	serial								P
Journal of Quantitative Analysis in Sports	2194-6388	1559-0410	2005	1		2017	13		https://www.degruyter.com/openurl?genre=journal&issn=1559-0410		1559-0410		fulltext		De Gruyter	serial								P
Journal of South Asian Languages and Linguistics	2196-0771	2196-078X	2014	1		2017	4		https://www.degruyter.com/openurl?genre=journal&issn=2196-078X		2196-078X		fulltext		De Gruyter Mouton	serial								P
Journal of the Bible and its Reception	2329-440X	2329-4434	2014	1		2017	4		https://www.degruyter.com/openurl?genre=journal&issn=2329-4434		2329-4434		fulltext		De Gruyter	serial								P
Journal of the International Arthurian Society	2196-9353	2196-9361	2013	1		2017	5		https://www.degruyter.com/openurl?genre=journal&issn=2196-9361		2196-9361		fulltext		Akademie Verlag	serial								P
Journal of the Mechanical Behavior of Materials	0334-8938	2191-0243	1989	2		2017	26		https://www.degruyter.com/openurl?genre=journal&issn=2191-0243		2191-0243		fulltext		De Gruyter	serial								F
Journal of Time Series Econometrics	2194-6507	1941-1928	2009	1		2017	9		https://www.degruyter.com/openurl?genre=journal&issn=1941-1928		1941-1928		fulltext		De Gruyter	serial								P
Journal of Tort Law	2194-6515	1932-9148	2006	1		2017	10		https://www.degruyter.com/openurl?genre=journal&issn=1932-9148		1932-9148		fulltext		De Gruyter	serial								P
Journal of Transcultural Medieval Studies	2198-0357	2198-0365	2014	1		2017	4		https://www.degruyter.com/openurl?genre=journal&issn=2198-0365		2198-0365		fulltext		De Gruyter	serial								P
JURA - Juristische Ausbildung	0170-1452	1612-7021	2009	31		2017	39		https://www.degruyter.com/openurl?genre=journal&issn=1612-7021		1612-7021		fulltext		De Gruyter	serial								P
Juristische Rundschau	0022-6920	1612-7064	1925			2017			https://www.degruyter.com/openurl?genre=journal&issn=1612-7064		1612-7064		fulltext		De Gruyter	serial								P
Kadmos	0022-7498	1613-0723	1962	1		2017	56		https://www.degruyter.com/openurl?genre=journal&issn=1613-0723		1613-0723		fulltext		De Gruyter	serial								P
Kant Yearbook	1868-4599	1868-4602	2009			2017			https://www.degruyter.com/openurl?genre=journal&issn=1868-4602		1868-4602		fulltext		De Gruyter	yearbook								P
Kant-Studien	0022-8877	1613-1134	1897	1		2017	108		https://www.degruyter.com/openurl?genre=journal&issn=1613-1134		1613-1134		fulltext		De Gruyter	serial								P
Kierkegaard Studies Yearbook	1430-5372	1612-9792	1996	1996		2017			https://www.degruyter.com/openurl?genre=journal&issn=1612-9792		1612-9792		fulltext		De Gruyter	yearbook								P
Klio	0075-6334	2192-7669	1901			2017	99		https://www.degruyter.com/openurl?genre=journal&issn=2192-7669		2192-7669		fulltext		De Gruyter (A)	serial								P
Kölner Schrift zum Wirtschaftsrecht	1869-3679	2194-4199	2010	1		2017	8		https://www.degruyter.com/openurl?genre=journal&issn=2194-4199		2194-4199		fulltext		Verlag Dr. Otto Schmidt	serial								P
Kritikon Litterarum	0340-9767	1865-7249	2007	34		2017	44		https://www.degruyter.com/openurl?genre=journal&issn=1865-7249		1865-7249		fulltext		De Gruyter	serial								P
Laboratory Phonology	1868-6346	1868-6354	2010	1		2015	6		https://www.degruyter.com/openurl?genre=journal&issn=1868-6354		1868-6354		fulltext		De Gruyter Mouton	serial								P
Language and Cognition	1866-9808	1866-9859	2009	1		2013	5		https://www.degruyter.com/openurl?genre=journal&issn=1866-9859		1866-9859		fulltext		De Gruyter Mouton	serial								P
Language Learning in Higher Education	2191-611X	2191-6128	2011	1		2017	7		https://www.degruyter.com/openurl?genre=journal&issn=2191-6128		2191-6128		fulltext		De Gruyter Mouton	serial								P
Law & Ethics of Human Rights	2194-6531	1938-2545	2007	1		2017	11		https://www.degruyter.com/openurl?genre=journal&issn=1938-2545		1938-2545		fulltext		De Gruyter	serial								P
Law and Development Review	2194-6523	1943-3867	2008	1		2017	10		https://www.degruyter.com/openurl?genre=journal&issn=1943-3867		1943-3867		fulltext		De Gruyter	serial								P
Lebende Sprachen	0023-9909	1868-0267	1956	1		2017	62		https://www.degruyter.com/openurl?genre=journal&issn=1868-0267		1868-0267		fulltext		De Gruyter	serial								P
Lexicographica	0175-6206	1865-9403	1985	1		2017			https://www.degruyter.com/openurl?genre=journal&issn=1865-9403		1865-9403		fulltext		De Gruyter	yearbook								P
L'Homme	1016-362x	2194-5071	1990	1		2015	26		https://www.degruyter.com/openurl?genre=journal&issn=2194-5071		2194-5071		fulltext		Böhlau Verlag	serial								P
Libri	0024-2667	1865-8423	1950	1		2017	67		https://www.degruyter.com/openurl?genre=journal&issn=1865-8423		1865-8423		fulltext		De Gruyter Saur	serial								P
Linguistic Typology 	1430-0532	1613-415X	1997	1		2017	21		https://www.degruyter.com/openurl?genre=journal&issn=1613-415X		1613-415X		fulltext		De Gruyter Mouton	serial								P
Linguistics	0024-3949	1613-396X	1963	1		2017	55		https://www.degruyter.com/openurl?genre=journal&issn=1613-396X		1613-396X		fulltext		De Gruyter Mouton	serial								P
Lodz Papers in Pragmatics 	1895-6106	1898-4436	2007	3		2017	13		https://www.degruyter.com/openurl?genre=journal&issn=1898-4436		1898-4436		fulltext		De Gruyter Mouton	serial								P
Main Group Metal Chemistry	0792-1241	2191-0219	1994	17		2017	40		https://www.degruyter.com/openurl?genre=journal&issn=2191-0219		2191-0219		fulltext		De Gruyter	serial								F
Mammalia	0025-1461	1864-1547	1936	1		2017	81		https://www.degruyter.com/openurl?genre=journal&issn=1864-1547		1864-1547		fulltext		De Gruyter	serial								P
Man and the Economy	2196-9639	2196-9647	2014	1		2017	4		https://www.degruyter.com/openurl?genre=journal&issn=2196-9647		2196-9647		fulltext		De Gruyter	serial								P
Maske und Kothurn	0025-4606	2305-0667	1955	1		2017	63		https://www.degruyter.com/openurl?genre=journal&issn=2305-0667		2305-0667		fulltext		Böhlau Verlag	serial								P
Mathematical Economics Letters	2195-4615	2195-4623	2013	1		2014	2		https://www.degruyter.com/openurl?genre=journal&issn=2195-4623		2195-4623		fulltext		De Gruyter	serial								P
Metaphysica	1437-2053	1874-6373	2014	15		2017	18		https://www.degruyter.com/openurl?genre=journal&issn=1874-6373		1874-6373		fulltext		De Gruyter	serial								P
Microform & Digitization Review	2190-0752	2190-541X	1972	1		2012	41		https://www.degruyter.com/openurl?genre=journal&issn=2190-541X		2190-541X		fulltext		De Gruyter	serial								P
Militärgeschichtliche Zeitschrift	2193-2336	2196-6850	1967	1-2		2017	76		https://www.degruyter.com/openurl?genre=journal&issn=2196-6850		2196-6850		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Millennium	1867-030X	1867-0318	2004	1		2017			https://www.degruyter.com/openurl?genre=journal&issn=1867-0318		1867-0318		fulltext		De Gruyter	yearbook								P
Mitteilungen der Deutschen Mathematiker-Vereinigung	0947-4471	0942-5977	1993	1		2017	25		https://www.degruyter.com/openurl?genre=journal&issn=0942-5977		0942-5977		fulltext		De Gruyter	serial								P
Mitteilungen des Instituts für Österreichische Geschichtsforschung	0073-8484	2307-2903	1880	1		2017	125		https://www.degruyter.com/openurl?genre=journal&issn=2307-2903		2307-2903		fulltext		Böhlau Verlag	serial								P
Monatsschrift für Deutsches Recht	0340-1812	2194-4202	2005	59		2017	71		https://www.degruyter.com/openurl?genre=journal&issn=2194-4202		2194-4202		fulltext		Verlag Dr. Otto Schmidt	serial								P
Monte Carlo Methods and Applications	0929-9629	1569-3961	1995	1		2017	23		https://www.degruyter.com/openurl?genre=journal&issn=1569-3961		1569-3961		fulltext		De Gruyter	serial								P
Moral Philosophy and Politics	2194-5616	2194-5624	2014	1		2017	4		https://www.degruyter.com/openurl?genre=journal&issn=2194-5624		2194-5624		fulltext		De Gruyter	serial								P
Multicultural Learning and Teaching	2194-654X	2161-2412	2006	1		2017	12		https://www.degruyter.com/openurl?genre=journal&issn=2161-2412		2161-2412		fulltext		De Gruyter	serial								P
Multilingua	0167-8507	1613-3684	1982	1		2017	36		https://www.degruyter.com/openurl?genre=journal&issn=1613-3684		1613-3684		fulltext		De Gruyter Mouton	serial								P
Multimodal Communication	2230-6579	2230-6587	2012	1		2017	6		https://www.degruyter.com/openurl?genre=journal&issn=2230-6587		2230-6587		fulltext		De Gruyter Mouton	serial								P
Muslim World Journal of Human Rights	2194-6558	1554-4419	2004	1		2017	14		https://www.degruyter.com/openurl?genre=journal&issn=1554-4419		1554-4419		fulltext		De Gruyter	serial								P
Naharaim	1862-9148	1862-9156	2007	1		2017	11		https://www.degruyter.com/openurl?genre=journal&issn=1862-9156		1862-9156		fulltext		De Gruyter	serial								P
Nanotechnology Reviews	2191-9089	2191-9097	2012	1		2017	6		https://www.degruyter.com/openurl?genre=journal&issn=2191-9097		2191-9097		fulltext		De Gruyter	serial								F
Neue Zeitschrift für Systematische Theologie und Religionsphilosophie	0028-3517	1612-9520	1959	1		2017	59		https://www.degruyter.com/openurl?genre=journal&issn=1612-9520		1612-9520		fulltext		De Gruyter	serial								P
New Global Studies	2194-6566	1940-0004	2007	1		2017	11		https://www.degruyter.com/openurl?genre=journal&issn=1940-0004		1940-0004		fulltext		De Gruyter	serial								P
Nietzscheforschung	1869-5604	2191-9259	1994			2017			https://www.degruyter.com/openurl?genre=journal&issn=2191-9259		2191-9259		fulltext		De Gruyter (A)	yearbook								P
Nietzsche-Studien	0342-1422	1613-0790	1972			2017			https://www.degruyter.com/openurl?genre=journal&issn=1613-0790		1613-0790		fulltext		De Gruyter	yearbook								P
Nonlinear Engineering	2192-8010	2192-8029	2012	1		2017	6		https://www.degruyter.com/openurl?genre=journal&issn=2192-8029		2192-8029		fulltext		De Gruyter	serial								F
Nonprofit Policy Forum	2194-6035	2154-3348	2010	1		2017	8		https://www.degruyter.com/openurl?genre=journal&issn=2154-3348		2154-3348		fulltext		De Gruyter	serial								F
Orientalistische Literaturzeitung	0030-5383	2196-6877	1898			2017	112		https://www.degruyter.com/openurl?genre=journal&issn=2196-6877		2196-6877		fulltext		De Gruyter (A)	serial								P
Österreichische Musikzeitschrift	0029-9316	2307-2970	1946	1		2015	70		https://www.degruyter.com/openurl?genre=journal&issn=2307-2970		2307-2970		fulltext		Böhlau Verlag	serial								P
Paragrana	0938-0116	2196-6885	2008	17		2017	26		https://www.degruyter.com/openurl?genre=journal&issn=2196-6885		2196-6885		fulltext		De Gruyter (A)	serial								P
Peace Economics, Peace Science and Public Policy	1079-2457	1554-8597	1993	1		2017	23		https://www.degruyter.com/openurl?genre=journal&issn=1554-8597		1554-8597		fulltext		De Gruyter	serial								P
Perspektiven der Wirtschaftspolitik	1465-6493	1468-2516	2000	1		2017	18		https://www.degruyter.com/openurl?genre=journal&issn=1468-2516		1468-2516		fulltext		De Gruyter	serial								P
Philologus	0031-7985	2196-7008	1846			2017	161		https://www.degruyter.com/openurl?genre=journal&issn=2196-7008		2196-7008		fulltext		De Gruyter (A)	serial								P
Photonics & Lasers in Medicine	2193-0635	2193-0643	2012	1		2016	5		https://www.degruyter.com/openurl?genre=journal&issn=2193-0643		2193-0643		fulltext		De Gruyter	serial								P
PIK - Praxis der Informationsverarbeitung und Kommunikation	0930-5157	1865-8342	1978	1		2016	39		https://www.degruyter.com/openurl?genre=journal&issn=1865-8342		1865-8342		fulltext		De Gruyter	serial								P
Pólemos	2035-5262	2036-4601	2012	6		2017	11		https://www.degruyter.com/openurl?genre=journal&issn=2036-4601		2036-4601		fulltext		De Gruyter	serial								P
POP	2194-6981	2198-0322	2012	1		2017	6		https://www.degruyter.com/openurl?genre=journal&issn=2198-0322		2198-0322		fulltext		transcript-Verlag	serial								P
Poznan Studies in Contemporary Linguistics	0137-2459	1897-7499	2007	43		2017	53		https://www.degruyter.com/openurl?genre=journal&issn=1897-7499		1897-7499		fulltext		De Gruyter Mouton	serial								P
Praehistorische Zeitschrift 	0079-4848	1613-0804	1909	1		2017	92		https://www.degruyter.com/openurl?genre=journal&issn=1613-0804		1613-0804		fulltext		De Gruyter	serial								P
Praktische Theologie	0946-3518	2198-0462	1966	1		2017	52		https://www.degruyter.com/openurl?genre=journal&issn=2198-0462		2198-0462		fulltext		Gütersloher Verlagshaus	serial								P
Preservation, Digital Technology & Culture (PDT&C)	2195-2957	2195-2965	2013	42		2017	46		https://www.degruyter.com/openurl?genre=journal&issn=2195-2965		2195-2965		fulltext		De Gruyter Saur	serial								P
Probus	0921-4771	1613-4079	1989	1		2017	29		https://www.degruyter.com/openurl?genre=journal&issn=1613-4079		1613-4079		fulltext		De Gruyter Mouton	serial								P
Pteridines	0933-4807	2195-4720	1989	1		2017	28		https://www.degruyter.com/openurl?genre=journal&issn=2195-4720		2195-4720		fulltext		De Gruyter	serial								F
Public Health Forum	0944-5587	1876-4851	1993	1		2017	25		https://www.degruyter.com/openurl?genre=journal&issn=1876-4851		1876-4851		fulltext		De Gruyter	serial								P
Pure and Applied Chemistry	0033-4545	1365-3075	1960	1		2017	89		https://www.degruyter.com/openurl?genre=journal&issn=1365-3075		1365-3075		fulltext		De Gruyter	serial								P
Quellen und Forschungen aus italienischen Archiven und Bibliotheken	0079-9068	1865-8865	2008	88		2017			https://www.degruyter.com/openurl?genre=journal&issn=1865-8865		1865-8865		fulltext		De Gruyter	yearbook								P
Radiochimica Acta	0033-8230	2193-3405	1962			2017	105		https://www.degruyter.com/openurl?genre=journal&issn=2193-3405		2193-3405		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Random Operators and Stochastic Equations	0926-6364	1569-397X	1993	1		2017	25		https://www.degruyter.com/openurl?genre=journal&issn=1569-397X		1569-397X		fulltext		De Gruyter	serial								P
ReiseRecht aktuell	0944-7490	2193-9535	1993	1		2017	25		https://www.degruyter.com/openurl?genre=journal&issn=2193-9535		2193-9535		fulltext		Verlag Dr. Otto Schmidt	serial								P
Restaurator. International Journal for the Preservation of Library and Archival Material	0034-5806	1865-8431	1970	1		2017	38		https://www.degruyter.com/openurl?genre=journal&issn=1865-8431		1865-8431		fulltext		De Gruyter	serial								P
Restoration of Buildings and Monuments	1864-7251	1864-7022	1995	1		2017	23		https://www.degruyter.com/openurl?genre=journal&issn=1864-7022		1864-7022		fulltext		Birkhäuser	serial								P
Review of Law & Economics	2194-6000	1555-5879	2005	1		2017	13		https://www.degruyter.com/openurl?genre=journal&issn=1555-5879		1555-5879		fulltext		De Gruyter	serial								P
Review of Marketing Science	2194-5985	1546-5616	2003	1		2017	15		https://www.degruyter.com/openurl?genre=journal&issn=1546-5616		1546-5616		fulltext		De Gruyter	serial								P
Review of Middle East Economics and Finance	1475-3685	1475-3693	2003	1		2017	13		https://www.degruyter.com/openurl?genre=journal&issn=1475-3693		1475-3693		fulltext		De Gruyter	serial								P
Review of Network Economics	2194-5993	1446-9022	2002	1		2017	16		https://www.degruyter.com/openurl?genre=journal&issn=1446-9022		1446-9022		fulltext		De Gruyter	serial								P
Reviews in Analytical Chemistry	0793-0135	2191-0189	1980	4		2017	36		https://www.degruyter.com/openurl?genre=journal&issn=2191-0189		2191-0189		fulltext		De Gruyter	serial								F
Reviews in Chemical Engineering	0167-8299	2191-0235	1982	1		2017	33		https://www.degruyter.com/openurl?genre=journal&issn=2191-0235		2191-0235		fulltext		De Gruyter	serial								P
Reviews in Inorganic Chemistry	0193-4929	2191-0227	1985	7		2017	37		https://www.degruyter.com/openurl?genre=journal&issn=2191-0227		2191-0227		fulltext		De Gruyter	serial								P
Reviews in the Neurosciences	0334-1763	2191-0200	1987	1		2017	28		https://www.degruyter.com/openurl?genre=journal&issn=2191-0200		2191-0200		fulltext		De Gruyter	serial								P
Reviews on Environmental Health	0048-7554	2191-0308	1986	6		2017	32		https://www.degruyter.com/openurl?genre=journal&issn=2191-0308		2191-0308		fulltext		De Gruyter	serial								P
Rhetorik	0720-5775	1865-9160	1980	1		2017			https://www.degruyter.com/openurl?genre=journal&issn=1865-9160		1865-9160		fulltext		De Gruyter	yearbook								P
Rhizomata	2196-5102	2196-5110	2013	1		2017	5		https://www.degruyter.com/openurl?genre=journal&issn=2196-5110		2196-5110		fulltext		De Gruyter	serial								P
Romanische Bibliographie	0080-388X	1865-9055	2005			2017			https://www.degruyter.com/openurl?genre=journal&issn=1865-9055		1865-9055		fulltext		De Gruyter	yearbook								P
Romanistisches Jahrbuch	0080-3898	1613-0413	1948			2017			https://www.degruyter.com/openurl?genre=journal&issn=1613-0413		1613-0413		fulltext		De Gruyter	yearbook								P
Russian Journal of Numerical Analysis and Mathematical Modelling	0927-6467	1569-3988	1986	1		2017	32		https://www.degruyter.com/openurl?genre=journal&issn=1569-3988		1569-3988		fulltext		De Gruyter	serial								P
Saeculum	0080-5319	2194-4075	1950			2017	67		https://www.degruyter.com/openurl?genre=journal&issn=2194-4075		2194-4075		fulltext		Böhlau Verlag	serial								P
SATS	1600-1974	1869-7577	2000	1		2017	18		https://www.degruyter.com/openurl?genre=journal&issn=1869-7577		1869-7577		fulltext		De Gruyter	serial								P
Science and Engineering of Composite Materials 	0792-1233	2191-0359	1988	1		2017	24		https://www.degruyter.com/openurl?genre=journal&issn=2191-0359		2191-0359		fulltext		De Gruyter	serial								F
Scientia Poetica	1431-5041	1868-9418	2010			2017			https://www.degruyter.com/openurl?genre=journal&issn=1868-9418		1868-9418		fulltext		De Gruyter	yearbook								P
Semiotica	0037-1998	1613-3692	1969			2017			https://www.degruyter.com/openurl?genre=journal&issn=1613-3692		1613-3692		fulltext		De Gruyter Mouton	serial								P
Sociolinguistica	0933-1883	1865-939X	1987	1		2017			https://www.degruyter.com/openurl?genre=journal&issn=1865-939X		1865-939X		fulltext		De Gruyter	yearbook								P
Soziologische Revue	0343-4109	2196-7024	1978	1		2017	40		https://www.degruyter.com/openurl?genre=journal&issn=2196-7024		2196-7024		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Statistical Applications in Genetics and Molecular Biology	2194-6302	1544-6115	2002	1		2017	16		https://www.degruyter.com/openurl?genre=journal&issn=1544-6115		1544-6115		fulltext		De Gruyter	serial								P
Statistical Communications in Infectious Diseases	2194-6310	1948-4690	2009	1		2017	9		https://www.degruyter.com/openurl?genre=journal&issn=1948-4690		1948-4690		fulltext		De Gruyter	serial								P
Statistics & Risk Modeling	2193-1402	2196-7040	1982	1		2017	34		https://www.degruyter.com/openurl?genre=journal&issn=2196-7040		2196-7040		fulltext		De Gruyter (A)	serial								P
Statistics, Politics and Policy 	2194-6299	2151-7509	2010	1		2017	8		https://www.degruyter.com/openurl?genre=journal&issn=2151-7509		2151-7509		fulltext		De Gruyter	serial								P
Stochastics and Quality Control 	2367-2390	2367-2404	2001	16		2017	32		https://www.degruyter.com/openurl?genre=journal&issn=2367-2404		2367-2404		fulltext		De Gruyter	serial								P
Strategie und Sicherheit	2227-7668	2304-4845	2010			2017			https://www.degruyter.com/openurl?genre=journal&issn=2304-4845		2304-4845		fulltext		Böhlau Verlag	yearbook								P
Studies in Ethics, Law, and Technology	2194-6280	1941-6008	2007	1		2017	11		https://www.degruyter.com/openurl?genre=journal&issn=1941-6008		1941-6008		fulltext		De Gruyter	serial								P
Studies in Nonlinear Dynamics & Econometrics	1081-1826	1558-3708	1996	1		2017	21		https://www.degruyter.com/openurl?genre=journal&issn=1558-3708		1558-3708		fulltext		De Gruyter	serial								P
STUF - Language Typology and Universals	1867-8319	2196-7148	1948			2017	70		https://www.degruyter.com/openurl?genre=journal&issn=2196-7148		2196-7148		fulltext		De Gruyter (A)	serial								P
Text & Talk	1860-7330	1860-7349	1981	1		2017	37		https://www.degruyter.com/openurl?genre=journal&issn=1860-7349		1860-7349		fulltext		De Gruyter Mouton	serial								P
The African Book Publishing Record	0306-0322	1865-8717	1975	1		2017	43		https://www.degruyter.com/openurl?genre=journal&issn=1865-8717		1865-8717		fulltext		De Gruyter Saur	serial								P
The B.E. Journal of Economic Analysis & Policy	2194-6108	1935-1682	2001	1		2017	17		https://www.degruyter.com/openurl?genre=journal&issn=1935-1682		1935-1682		fulltext		De Gruyter	serial								P
The B.E. Journal of Macroeconomics	2194-6116	1935-1690	2001	1		2017	17		https://www.degruyter.com/openurl?genre=journal&issn=1935-1690		1935-1690		fulltext		De Gruyter	serial								P
The B.E. Journal of Theoretical Economics	2194-6124	1935-1704	2001	1		2017	17		https://www.degruyter.com/openurl?genre=journal&issn=1935-1704		1935-1704		fulltext		De Gruyter	serial								P
The Economists’ Voice	2194-6167	1553-3832	2004	1		2017	14		https://www.degruyter.com/openurl?genre=journal&issn=1553-3832		1553-3832		fulltext		De Gruyter	serial								P
The Forum	2194-6183	1540-8884	2003	1		2017	15		https://www.degruyter.com/openurl?genre=journal&issn=1540-8884		1540-8884		fulltext		De Gruyter	serial								P
The Linguistic Review	0167-6318	1613-3676	1981	1		2017	34		https://www.degruyter.com/openurl?genre=journal&issn=1613-3676		1613-3676		fulltext		De Gruyter Mouton	serial								P
