First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Department of Physics, University of Adelaide, North Terrace Campus, ADELAIDE SA 5005, Australia. E-mail: xu.liu@adelaide.edu.au E-mail: xu.liu@adelaide.edu.au Institute of Geophysics, ETH Zürich, Zürich, 8092 CH Switzerland",Stewart Greenhalgh,ethz,10.1111/j.1365-246X.2009.04144.x,https://doi.org/10.1111/j.1365-246X.2009.04144.x,./GJI/gji178-1/abstracts/178-1-375.xml,Transient solution for poro-viscoacoustic wave propagation in double porosity media and its limitations,,Xu Liu;Stewart Greenhalgh;Bing Zhou,2009,Geophysical Journal International,"Department of Physics, University of Adelaide, North Terrace Campus, ADELAIDE SA 5005, Australia. E-mail: xu.liu@adelaide.edu.au E-mail: xu.liu@adelaide.edu.au;Department of Physics, University of Adelaide, North Terrace Campus, ADELAIDE SA 5005, Australia. E-mail: xu.liu@adelaide.edu.au E-mail: xu.liu@adelaide.edu.au Institute of Geophysics, ETH Zürich, Zürich, 8092 CH Switzerland;Department of Physics, University of Adelaide, North Terrace Campus, ADELAIDE SA 5005, Australia. E-mail: xu.liu@adelaide.edu.au E-mail: xu.liu@adelaide.edu.au",Blackwell Publishing Ltd,,178,1,375,393,0956-540X,1365-246X,copyright,© The Authors Journal compilation © 2009 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j1365246X200904144x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200904144x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200904144x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200904144x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"ETH Zurich, Institute of Geophysics, Geophysical Fluid Dynamics, Sonneggstrasse 5, 8092 Zurich, Switzerland. E-mail: fabio.crameri@erdw.ethz.ch",F. Crameri,ethz,10.1111/j.1365-246X.2012.05388.x,https://doi.org/10.1111/j.1365-246X.2012.05388.x,./GJI/gji189-1/abstracts/189-1-38.xml,A comparison of numerical surface topography calculations in geodynamic modelling: an evaluation of the ‘sticky air’ method,,F. Crameri;H. Schmeling;G. J. Golabek;T. Duretz;R. Orendt;S. J. H. Buiter;D. A. May;B. J. P. Kaus;T. V. Gerya;P. J. Tackley,2012,Geophysical Journal International,"ETH Zurich, Institute of Geophysics, Geophysical Fluid Dynamics, Sonneggstrasse 5, 8092 Zurich, Switzerland. E-mail: fabio.crameri@erdw.ethz.ch;Goethe University, Institute of Earth Sciences, Altenhöferallee 1, 60438 Frankfurt am Main, Germany;ETH Zurich, Institute of Geophysics, Geophysical Fluid Dynamics, Sonneggstrasse 5, 8092 Zurich, Switzerland. ENS Lyon, Laboratoire des Sciences de la Terre, 46 Allée d′Italie, 69364 Lyon Cedex 07, France;ETH Zurich, Institute of Geophysics, Geophysical Fluid Dynamics, Sonneggstrasse 5, 8092 Zurich, Switzerland.;Goethe University, Institute of Earth Sciences, Altenhöferallee 1, 60438 Frankfurt am Main, Germany;Geological Survey of Norway, Leiv Eirikssons vei 39, 7491 Trondheim, Norway University of Oslo, Physics of Geological Processes, Sem Selands vei 24, 0316 Oslo, Norway;ETH Zurich, Institute of Geophysics, Geophysical Fluid Dynamics, Sonneggstrasse 5, 8092 Zurich, Switzerland.;ETH Zurich, Institute of Geophysics, Geophysical Fluid Dynamics, Sonneggstrasse 5, 8092 Zurich, Switzerland. Johannes Gutenberg University Mainz, Institute of Geosciences, J.-J.-Becher-Weg 21, 55099 Mainz, Germany;ETH Zurich, Institute of Geophysics, Geophysical Fluid Dynamics, Sonneggstrasse 5, 8092 Zurich, Switzerland.;ETH Zurich, Institute of Geophysics, Geophysical Fluid Dynamics, Sonneggstrasse 5, 8092 Zurich, Switzerland.",Blackwell Publishing Ltd,,189,1,38,54,0956-540X,1365-246X,copyright,© The Author Geophysical Journal International © 2012 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j1365246X201205388x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X201205388x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X201205388x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X201205388x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Geophysics, ETH, Zurich, Switzerland",A. Kuvshinov,ethz,10.1093/gji/ggu190,https://doi.org/10.1093/gji/ggu190,./GJI/gji198-2/abstracts/ggu190.xml,Tidal signals in ocean-bottom magnetic measurements of the Northwestern Pacific: observation versus prediction,,N. R. Schnepf;C. Manoj;A. Kuvshinov;H. Toh;S. Maus,2014,Geophysical Journal International,"Department of Earth, Atmospheric & Planetary Sciences, MIT, Cambridge, MA, USA. E-mail: nschnepf@mit.edu E-mail: nschnepf@mit.edu;CIRES, University of Colorado at Boulder, Boulder, CO, USA National Geophysical Data Center, National Oceanic and Atmospheric Administration, Boulder, CO, USA;Institute of Geophysics, ETH, Zurich, Switzerland;Data Analysis Center for Geomagnetism and Space Magnetism, Kyoto University, Kyoto, Japan;CIRES, University of Colorado at Boulder, Boulder, CO, USA National Geophysical Data Center, National Oceanic and Atmospheric Administration, Boulder, CO, USA",Oxford University Press,2017-06-25,198,2,1096,1110,0956-540X,1365-246X,copyright,© The Authors 2014. Published by Oxford University Press on behalf of The Royal Astronomical Society.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093gjiggu190,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu190&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu190&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu190&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Geophysics, ETH Zürich, Switzerland.",M. Musil,ethz,10.1046/j.1365-246X.2003.01887.x,https://doi.org/10.1046/j.1365-246X.2003.01887.x,./GJI/gji153-2/abstracts/153-2-389.xml,Discrete tomography and joint inversion for loosely connected or unconnected physical properties: application to crosshole seismic and georadar data sets,,M. Musil;H. R. Maurer;A. G. Green,2003,Geophysical Journal International,"Institute of Geophysics, ETH Zürich, Switzerland.;Institute of Geophysics, ETH Zürich, Switzerland.;Institute of Geophysics, ETH Zürich, Switzerland. E-mail: green@aug.ethz.ch",Blackwell Publishing Ltd,,153,2,389,402,0956-540X,1365-246X,copyright,© 2003 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101046j1365246X200301887x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301887x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301887x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301887x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Geophysics, ETH Zürich, CH 8092, Switzerland",Stewart Greenhalgh,ethz,10.1093/gji/ggt204,https://doi.org/10.1093/gji/ggt204,./GJI/gji194-3/abstracts/ggt204.xml,Fast and accurate global multiphase arrival tracking: the irregular shortest-path method in a 3-D spherical earth model,,Guo-Jiao Huang;Chao-Ying Bai;Stewart Greenhalgh,2013,Geophysical Journal International,"Department of Geophysics, College of Geology Engineering and Geomatics, Chang’an University, Xi’an 710054, China. E-mail: chaoying_bai@yahoo.com E-mail: chaoying_bai@yahoo.com;Department of Geophysics, College of Geology Engineering and Geomatics, Chang’an University, Xi’an 710054, China. E-mail: chaoying_bai@yahoo.com E-mail: chaoying_bai@yahoo.com Institute of Computing Geophysics, Chang’an University, Xi’an 710054, China;Institute of Geophysics, ETH Zürich, CH 8092, Switzerland",Oxford University Press,,194,3,1878,1892,0956-540X,1365-246X,copyright,© The Authors 2013. Published by Oxford University Press on behalf of The Royal Astronomical Society.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093gjiggt204,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggt204&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggt204&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggt204&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Geological Department ETH, Sonneggstrasse 5, CH-8092 Zurich, Switzerland",Claudio Madonna,ethz,10.1093/gji/ggu148,https://doi.org/10.1093/gji/ggu148,./GJI/gji198-1/abstracts/ggu148.xml,Frequency-dependent seismic attenuation in shales: experimental results and theoretical analysis,,Claudio Delle Piane;Joel Sarout;Claudio Madonna;Erik H. Saenger;David N. Dewhurst;Mark Raven,2014,Geophysical Journal International,"CSIRO Earth Science and Resource Engineering, Australian Resources Research Centre, 26 Dick Perry Avenue, Kensington, WA 6151, Australia. E-mail: claudio.dellepiane@csiro.au E-mail: claudio.dellepiane@csiro.au;CSIRO Earth Science and Resource Engineering, Australian Resources Research Centre, 26 Dick Perry Avenue, Kensington, WA 6151, Australia. E-mail: claudio.dellepiane@csiro.au E-mail: claudio.dellepiane@csiro.au;Geological Department ETH, Sonneggstrasse 5, CH-8092 Zurich, Switzerland;Geological Department ETH, Sonneggstrasse 5, CH-8092 Zurich, Switzerland;CSIRO Earth Science and Resource Engineering, Australian Resources Research Centre, 26 Dick Perry Avenue, Kensington, WA 6151, Australia. E-mail: claudio.dellepiane@csiro.au E-mail: claudio.dellepiane@csiro.au;CSIRO Land and Water, Waite Rd, Urrbrae, SA 5064, Australia",Oxford University Press,,198,1,504,515,0956-540X,1365-246X,creative-commons,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093gjiggu148,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu148&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu148&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu148&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Geophysics, ETH Zürich, Sonneggstrasse 5, 8092 Zürich, Switzerland",Alexey Kuvshinov,ethz,10.1093/gji/ggu493,https://doi.org/10.1093/gji/ggu493,./GJI/gji200-3/abstracts/ggu493.xml,"CM5, a pre-Swarm comprehensive geomagnetic field model derived from over 12 yr of CHAMP, Ørsted, SAC-C and observatory data",,Terence J. Sabaka;Nils Olsen;Robert H. Tyler;Alexey Kuvshinov,2015,Geophysical Journal International,"Planetary Geodynamics Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA. E-mail: Terence.J.Sabaka@nasa.gov E-mail: Terence.J.Sabaka@nasa.gov;DTU Space, National Space Institute, Technical University of Denmark, Diplomvej, 2800 Kgs. Lyngby, Denmark;Planetary Geodynamics Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA. E-mail: Terence.J.Sabaka@nasa.gov E-mail: Terence.J.Sabaka@nasa.gov Department of Astronomy, University of Maryland, College Park, MD 20742, USA;Institute of Geophysics, ETH Zürich, Sonneggstrasse 5, 8092 Zürich, Switzerland",Oxford University Press,2018-02-04,200,3,1596,1626,0956-540X,1365-246X,copyright,Published by Oxford University Press on behalf of The Royal Astronomical Society 2015. This work is written by (a) US Government employee(s) and is in the public domain in the US.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093gjiggu493,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu493&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu493&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu493&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Swiss Federal Institute of Technology Zurich, Department of Geosciences, Zürich, Switzerland",Taras Gerya,ethz,10.1093/gji/ggt128,https://doi.org/10.1093/gji/ggt128,./GJI/gji194-2/abstracts/ggt128.xml,Small-scale convection in a plume-fed low-viscosity layer beneath a moving plate,,Roberto Agrusta;Diane Arcay;Andréa Tommasi;Anne Davaille;Neil Ribe;Taras Gerya,2013,Geophysical Journal International,"Geosciences Montpellier, CNRS & Université de Montpellier 2, F-34095 Montpellier Cedex 5, France. E-mail: roberto.agrusta@gm.univ-montp2.fr E-mail: roberto.agrusta@gm.univ-montp2.fr;Geosciences Montpellier, CNRS & Université de Montpellier 2, F-34095 Montpellier Cedex 5, France. E-mail: roberto.agrusta@gm.univ-montp2.fr E-mail: roberto.agrusta@gm.univ-montp2.fr;Geosciences Montpellier, CNRS & Université de Montpellier 2, F-34095 Montpellier Cedex 5, France. E-mail: roberto.agrusta@gm.univ-montp2.fr E-mail: roberto.agrusta@gm.univ-montp2.fr;Laboratoire Fluides, Automatique et Systèmes Thermiques (FAST), CNRS & Université Paris 11, Orsay, France;Laboratoire Fluides, Automatique et Systèmes Thermiques (FAST), CNRS & Université Paris 11, Orsay, France;Swiss Federal Institute of Technology Zurich, Department of Geosciences, Zürich, Switzerland",Oxford University Press,,194,2,591,610,0956-540X,1365-246X,copyright,© The Authors 2013. Published by Oxford University Press on behalf of The Royal Astronomical Society.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093gjiggt128,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggt128&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggt128&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggt128&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Geophysics, ETH Zurich, Switzerland. E-mail: senen@tomo.ig.erdw.ethz.ch",Senén Sandoval,ethz,10.1046/j.1365-246X.2003.01888.x,https://doi.org/10.1046/j.1365-246X.2003.01888.x,./GJI/gji153-1/abstracts/153-1-75.xml,High-resolution body wave tomography beneath the SVEKALAPKO array: I. A priori three-dimensional crustal model and associated traveltime effects on teleseismic wave fronts,,Senén Sandoval;Edi Kissling;Jörg Ansorge,2003,Geophysical Journal International,"Institute of Geophysics, ETH Zurich, Switzerland. E-mail: senen@tomo.ig.erdw.ethz.ch;Institute of Geophysics, ETH Zurich, Switzerland. E-mail: senen@tomo.ig.erdw.ethz.ch;Institute of Geophysics, ETH Zurich, Switzerland. E-mail: senen@tomo.ig.erdw.ethz.ch",Blackwell Publishing Ltd,,153,1,75,87,0956-540X,1365-246X,copyright,© 2003 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101046j1365246X200301888x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301888x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301888x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301888x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"British Geological Survey, Natural Environment Research Council, Kingsley Dunham Centre, Keyworth, Nottingham NG12 5GG, United Kingdom ETH Zurich, Institute of Geophysics, Sonneggstrasse 5, CH-8092 Zurich, Switzerland",S. S. Uhlemann,ethz,10.1093/gji/ggu357,https://doi.org/10.1093/gji/ggu357,./GJI/gji199-3/abstracts/ggu357.xml,Computation of optimized arrays for 3-D electrical imaging surveys,,M. H. Loke;P. B. Wilkinson;S. S. Uhlemann;J. E. Chambers;L. S. Oxby,2014,Geophysical Journal International,"Geotomo Software, 115 Cangkat Minden Jalan 5, Minden Heights, 11700 Gelugor, Penang, Malaysia. E-mail: drmhloke@hotmail.com E-mail: drmhloke@hotmail.com;British Geological Survey, Natural Environment Research Council, Kingsley Dunham Centre, Keyworth, Nottingham NG12 5GG, United Kingdom;British Geological Survey, Natural Environment Research Council, Kingsley Dunham Centre, Keyworth, Nottingham NG12 5GG, United Kingdom ETH Zurich, Institute of Geophysics, Sonneggstrasse 5, CH-8092 Zurich, Switzerland;British Geological Survey, Natural Environment Research Council, Kingsley Dunham Centre, Keyworth, Nottingham NG12 5GG, United Kingdom;British Geological Survey, Natural Environment Research Council, Kingsley Dunham Centre, Keyworth, Nottingham NG12 5GG, United Kingdom",Oxford University Press,2017-10-21,199,3,1751,1764,0956-540X,1365-246X,copyright,© The Authors 2014. Published by Oxford University Press on behalf of The Royal Astronomical Society.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093gjiggu357,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu357&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu357&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu357&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Geophysics, ETH Zurich, Zurich 8092, Switzerland. E-mail: kuan.li@erdw.ethz.ch E-mail: kuan.li@erdw.ethz.ch",Kuan Li,ethz,10.1093/gji/ggu260,https://doi.org/10.1093/gji/ggu260,./GJI/gji199-3/abstracts/ggu260.xml,"Variational data assimilation for a forced, inertia-free magnetohydrodynamic dynamo model",,Kuan Li;Andrew Jackson;Philip W. Livermore,2014,Geophysical Journal International,"Institute of Geophysics, ETH Zurich, Zurich 8092, Switzerland. E-mail: kuan.li@erdw.ethz.ch E-mail: kuan.li@erdw.ethz.ch;Institute of Geophysics, ETH Zurich, Zurich 8092, Switzerland. E-mail: kuan.li@erdw.ethz.ch E-mail: kuan.li@erdw.ethz.ch;School of Earth and Environment, University of Leeds, Leeds LS2 9JT, UK",Oxford University Press,2017-10-15,199,3,1662,1676,0956-540X,1365-246X,copyright,© The Authors 2014. Published by Oxford University Press on behalf of The Royal Astronomical Society.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093gjiggu260,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu260&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu260&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggu260&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institut für Geophysik, ETH, Zürich, Switzerland",A. Jackson,ethz,10.1111/j.1365-246X.2009.04340.x,https://doi.org/10.1111/j.1365-246X.2009.04340.x,./GJI/gji179-2/abstracts/179-2-923.xml,The construction of exact Taylor states. I: The full sphere,,P. W. Livermore;G. Ierley;A. Jackson,2009,Geophysical Journal International,"Institute of Geophysics and Planetary Physics, Scripps Institution of Oceanography, UCSD, San Diego, CA, USA. E-mail: phil@ucsd.edu E-mail: phil@ucsd.edu;Institute of Geophysics and Planetary Physics, Scripps Institution of Oceanography, UCSD, San Diego, CA, USA. E-mail: phil@ucsd.edu E-mail: phil@ucsd.edu;Institut für Geophysik, ETH, Zürich, Switzerland",Blackwell Publishing Ltd,,179,2,923,928,0956-540X,1365-246X,copyright,© 2009 The Author Journal compilation © 2009 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j1365246X200904340x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200904340x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200904340x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200904340x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
