id (035a which stats with (NATIONALLICENCE)),path to fulltext,end of embargo (YYYY-MM-DD),Institutions,id for SRU (no special characters)
(NATIONALLICENCE)oxford-10.1093/ndt/gfm283,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfm283.pdf,,National Licences: unibas,oxford101093ndtgfm283
(NATIONALLICENCE)oxford-10.1093/ndt/11.1.70,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/11-1-70.pdf,,National Licences: unibe,oxford101093ndt11170
(NATIONALLICENCE)oxford-10.1093/ndt/12.7.1362,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/9249770.pdf,,National Licences: unibe,oxford101093ndt1271362
(NATIONALLICENCE)oxford-10.1093/ndt/gfm697,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfm697.pdf,,National Licences: unibe uzh,oxford101093ndtgfm697
(NATIONALLICENCE)oxford-10.1093/ndt/gft452,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gft452.pdf,,National Licences: unibas,oxford101093ndtgft452
(NATIONALLICENCE)oxford-10.1093/ndt/17.5.753,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/170753.pdf,,National Licences: unibe,oxford101093ndt175753
(NATIONALLICENCE)oxford-10.1093/ndt/gfn459,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfn459.pdf,,National Licences: unige uzh,oxford101093ndtgfn459
(NATIONALLICENCE)oxford-10.1093/ndt/gfp751,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfp751.pdf,,National Licences: unibas,oxford101093ndtgfp751
(NATIONALLICENCE)oxford-10.1093/ndt/gfh567,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfh567.pdf,,National Licences: unige,oxford101093ndtgfh567
(NATIONALLICENCE)oxford-10.1093/ndt/16.suppl_6.40,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/160040.pdf,,National Licences: unibe,oxford101093ndt16suppl_640
(NATIONALLICENCE)oxford-10.1093/ndt/gfv131,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfv131.pdf,2018-08-01,National Licences: unige,oxford101093ndtgfv131
(NATIONALLICENCE)oxford-10.1093/annonc/mdr627,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdr627.pdf,,National Licences: unisg uzh,oxford101093annoncmdr627
(NATIONALLICENCE)oxford-10.1093/annonc/mdg327,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdg327.pdf,,National Licences: unil,oxford101093annoncmdg327
(NATIONALLICENCE)oxford-10.1093/annonc/mdf272,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdf272.pdf,,National Licences: unibas unibe unige,oxford101093annoncmdf272
(NATIONALLICENCE)oxford-10.1093/annonc/mdq404,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdq404.pdf,,National Licences: unibas unige uzh,oxford101093annoncmdq404
(NATIONALLICENCE)oxford-10.1023/A:1008334313918,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/10-6-727.pdf,,National Licences: unibe,oxford101023A1008334313918
(NATIONALLICENCE)oxford-10.1023/A:1008441416790,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/9-12-1315.pdf,,National Licences: unibe unil,oxford101023A1008441416790
(NATIONALLICENCE)oxford-10.1093/annonc/mdg023,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdg023.pdf,,National Licences: unige,oxford101093annoncmdg023
(NATIONALLICENCE)oxford-10.1093/annonc/mdg032,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdg032.pdf,,National Licences: unil,oxford101093annoncmdg032
(NATIONALLICENCE)oxford-10.1093/annonc/mdl437,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdl437.pdf,,National Licences: unil unine,oxford101093annoncmdl437
(NATIONALLICENCE)oxford-10.1093/oxfordjournals.annonc.a010757,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/7-8-793.pdf,,National Licences: unibe,oxford101093oxfordjournalsannonca010757
(NATIONALLICENCE)oxford-10.1093/annonc/mdi074,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdi074.pdf,,National Licences: uzh,oxford101093annoncmdi074
(NATIONALLICENCE)oxford-10.1093/annonc/mdi086,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdi086.pdf,,National Licences: unil unine,oxford101093annoncmdi086
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2011.05044.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/186-2-721.pdf,,National Licences: ethz,oxford101111j1365246X201105044x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2011.05084.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/186-2-773.pdf,,National Licences: ethz uzh,oxford101111j1365246X201105084x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2004.02305.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/158-1-109.pdf,,National Licences: ethz,oxford101111j1365246X200402305x
(NATIONALLICENCE)oxford-10.1093/gji/ggv021,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggv021.pdf,2018-02-25,National Licences: ethz,oxford101093gjiggv021
(NATIONALLICENCE)oxford-10.1093/gji/ggv012,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggv012.pdf,2018-02-17,National Licences: ethz,oxford101093gjiggv012
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2008.03989.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/176-2-389.pdf,,National Licences: ethz,oxford101111j1365246X200803989x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2012.05665.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/191-3-965.pdf,,National Licences: ethz,oxford101111j1365246X201205665x
(NATIONALLICENCE)oxford-10.1093/gji/ggv311,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggv311.pdf,2018-09-27,National Licences: ethz uzh,oxford101093gjiggv311
(NATIONALLICENCE)oxford-10.1093/gji/ggv350,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggv350.pdf,2018-09-29,National Licences: ethz uzh,oxford101093gjiggv350
(NATIONALLICENCE)oxford-10.1093/gji/ggu014,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggu014.pdf,,National Licences: ethz,oxford101093gjiggu014
(NATIONALLICENCE)oxford-10.1046/j.1365-246X.2003.02008.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/155-1-111.pdf,,National Licences: ethz,oxford101046j1365246X200302008x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2008.03903.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/175-2-627.pdf,,National Licences: ethz,oxford101111j1365246X200803903x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2006.02870.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/164-3-569.pdf,,National Licences: ethz,oxford101111j1365246X200602870x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2009.04129.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/177-3-878.pdf,,National Licences: ethz,oxford101111j1365246X200904129x
(NATIONALLICENCE)oxford-10.1093/gji/ggs041,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggs041.pdf,,National Licences: ethz,oxford101093gjiggs041
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2011.05187.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/187-2-690.pdf,,National Licences: ethz,oxford101111j1365246X201105187x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2006.03155.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/167-2-528.pdf,,National Licences: ethz,oxford101111j1365246X200603155x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2007.03437.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/170-2-933.pdf,,National Licences: ethz,oxford101111j1365246X200703437x
(NATIONALLICENCE)oxford-10.1093/gji/ggt225,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggt225.pdf,,National Licences: ethz,oxford101093gjiggt225
(NATIONALLICENCE)oxford-10.1093/gji/ggt479,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggt479.pdf,,National Licences: ethz,oxford101093gjiggt479
(NATIONALLICENCE)oxford-10.1093/gji/ggt482,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggt482.pdf,,National Licences: ethz unil,oxford101093gjiggt482
(NATIONALLICENCE)oxford-10.1093/jmedent/27.5.839,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jme/jmedent27-0839.pdf,,National Licences: uzh,oxford101093jmedent275839
(NATIONALLICENCE)oxford-10.1093/jmedent/34.2.193,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jme/jmedent34-0193.pdf,,National Licences: unibas,oxford101093jmedent342193
(NATIONALLICENCE)oxford-10.1093/ndt/11.12.2407,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/11-12-2407.pdf,,National Licences: unibas,oxford101093ndt11122407
(NATIONALLICENCE)oxford-10.1093/ndt/17.4.539,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/170539.pdf,,National Licences: unibe,oxford101093ndt174539
(NATIONALLICENCE)oxford-10.1093/ndt/gfu039,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfu039.pdf,2017-08-01,National Licences: uzh,oxford101093ndtgfu039
(NATIONALLICENCE)oxford-10.1093/ndt/gft525,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gft525.pdf,2017-08-01,National Licences: unil,oxford101093ndtgft525
(NATIONALLICENCE)oxford-10.1093/ndt/gfh423,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfh423.pdf,,National Licences: unisg uzh,oxford101093ndtgfh423
(NATIONALLICENCE)oxford-10.1093/ndt/16.4.824,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/160824.pdf,,National Licences: unige,oxford101093ndt164824
(NATIONALLICENCE)oxford-10.1093/ndt/gfv212,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfv212.pdf,2018-08-01,National Licences: unibas unilu,oxford101093ndtgfv212
(NATIONALLICENCE)oxford-10.1093/ndt/15.3.324,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/0150324.pdf,,National Licences: unibas,oxford101093ndt153324
(NATIONALLICENCE)oxford-10.1093/ndt/gfm552,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfm552.pdf,,National Licences: uzh,oxford101093ndtgfm552
(NATIONALLICENCE)oxford-10.1093/pcp/pcs121,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/pcp/pcs121.pdf,,National Licences: unibas uzh,oxford101093pcppcs121
(NATIONALLICENCE)oxford-10.1093/pcp/pci176,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/pcp/pci176.pdf,,National Licences: unine,oxford101093pcppci176
(NATIONALLICENCE)oxford-10.1093/pcp/pcp151,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/pcp/pcp151.pdf,,National Licences: uzh,oxford101093pcppcp151
(NATIONALLICENCE)oxford-10.1093/ndt/gfh916,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfh916.pdf,,National Licences: unibe uzh,oxford101093ndtgfh916
(NATIONALLICENCE)oxford-10.1093/ndt/gfh699,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfh699.pdf,,National Licences: uzh,oxford101093ndtgfh699
(NATIONALLICENCE)oxford-10.1093/ndt/gfq846,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfq846.pdf,,National Licences: ethz uzh,oxford101093ndtgfq846
(NATIONALLICENCE)oxford-10.1093/ndt/gfg507,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ndt/gfg507.pdf,,National Licences: uzh,oxford101093ndtgfg507
(NATIONALLICENCE)oxford-10.1093/jmedent/44.4.683,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jme/jmedent44-0683.pdf,,National Licences: unine,oxford101093jmedent444683
(NATIONALLICENCE)oxford-10.1093/jmedent/44.6.1109,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jme/jmedent44-1109.pdf,,National Licences: unine,oxford101093jmedent4461109
(NATIONALLICENCE)oxford-10.1603/0022-2585-38.4.566,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jme/jmedent38-0566.pdf,,National Licences: uzh,oxford10160300222585384566
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2010.04725.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/183-2-820.pdf,,National Licences: unil,oxford101111j1365246X201004725x
(NATIONALLICENCE)oxford-10.1093/gji/ggt310,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggt310.pdf,,National Licences: ethz,oxford101093gjiggt310
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2009.04372.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/179-3-1292.pdf,,National Licences: ethz uzh,oxford101111j1365246X200904372x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2008.03774.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/173-3-958.pdf,,National Licences: ethz,oxford101111j1365246X200803774x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2009.04079.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/178-1-215.pdf,,National Licences: ethz uzh,oxford101111j1365246X200904079x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2012.05374.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/189-1-317.pdf,,National Licences: ethz,oxford101111j1365246X201205374x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2009.04402.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/180-1-251.pdf,,National Licences: ethz,oxford101111j1365246X200904402x
(NATIONALLICENCE)oxford-10.1093/gji/ggu184,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggu184.pdf,,National Licences: ethz,oxford101093gjiggu184
(NATIONALLICENCE)oxford-10.1093/gji/ggu186,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggu186.pdf,,National Licences: ethz,oxford101093gjiggu186
(NATIONALLICENCE)oxford-10.1093/gji/ggv165,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggv165.pdf,2018-05-20,National Licences: ethz,oxford101093gjiggv165
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2007.03530.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/171-3-995.pdf,,National Licences: ethz,oxford101111j1365246X200703530x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2007.03554.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/171-3-1098.pdf,,National Licences: ethz,oxford101111j1365246X200703554x
(NATIONALLICENCE)oxford-10.1046/j.1365-246X.2003.01890.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/153-2-305.pdf,,National Licences: ethz uzh,oxford101046j1365246X200301890x
(NATIONALLICENCE)oxford-10.1093/gji/ggu404,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggu404.pdf,2017-11-21,National Licences: ethz,oxford101093gjiggu404
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2008.03943.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/176-1-135.pdf,,National Licences: ethz,oxford101111j1365246X200803943x
(NATIONALLICENCE)oxford-10.1093/gji/ggt369,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggt369.pdf,,National Licences: ethz uzh,oxford101093gjiggt369
(NATIONALLICENCE)oxford-10.1093/gji/ggt148,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggt148.pdf,,National Licences: ethz lib4ri,oxford101093gjiggt148
(NATIONALLICENCE)oxford-10.1093/gji/ggt145,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggt145.pdf,,National Licences: ethz,oxford101093gjiggt145
(NATIONALLICENCE)oxford-10.1093/gji/ggu307,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggu307.pdf,2017-10-15,National Licences: ethz,oxford101093gjiggu307
(NATIONALLICENCE)oxford-10.1093/gji/ggu221,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/ggu221.pdf,2017-07-16,National Licences: ethz,oxford101093gjiggu221
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2009.04345.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/179-2-929.pdf,,National Licences: ethz,oxford101111j1365246X200904345x
(NATIONALLICENCE)oxford-10.1111/j.1365-246X.2012.05620.x,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gji/191-1-51.pdf,,National Licences: ethz,oxford101111j1365246X201205620x
(NATIONALLICENCE)oxford-10.1093/annonc/mdi045,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdi045.pdf,,National Licences: unibe,oxford101093annoncmdi045
(NATIONALLICENCE)oxford-10.1023/A:1008225930573,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/9-6-681.pdf,,National Licences: unibas,oxford101023A1008225930573
(NATIONALLICENCE)oxford-10.1023/A:1012539213643,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/12-10-1467.pdf,,National Licences: unil unine,oxford101023A1012539213643
(NATIONALLICENCE)oxford-10.1093/annonc/mdi320,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdi320.pdf,,National Licences: unibe,oxford101093annoncmdi320
(NATIONALLICENCE)oxford-10.1023/A:1011134312452,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/12-5-583.pdf,,National Licences: unibe,oxford101023A1011134312452
(NATIONALLICENCE)oxford-10.1093/annonc/mdu466.2,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdu466.2.pdf,2017-11-01,National Licences: unibas,oxford101093annoncmdu4662
(NATIONALLICENCE)oxford-10.1093/annonc/mdq589,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdq589.pdf,,National Licences: unibas uzh,oxford101093annoncmdq589
(NATIONALLICENCE)oxford-10.1093/oxfordjournals.annonc.a010481,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/7-1-65.pdf,,National Licences: unibe unige unil uzh,oxford101093oxfordjournalsannonca010481
(NATIONALLICENCE)oxford-10.1093/annonc/mdv277,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdv277.pdf,2018-09-01,National Licences: unil,oxford101093annoncmdv277
(NATIONALLICENCE)oxford-10.1093/annonc/mdu123,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdu123.pdf,2017-08-01,National Licences: unil uzh,oxford101093annoncmdu123
(NATIONALLICENCE)oxford-10.1093/annonc/mdp246,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdp246.pdf,,National Licences: unibe uzh,oxford101093annoncmdp246
(NATIONALLICENCE)oxford-10.1023/A:1008304032421,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/10-7-831.pdf,,National Licences: unil,oxford101023A1008304032421
(NATIONALLICENCE)oxford-10.1093/annonc/8.suppl_2.S75,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/8-suppl_2-S75.pdf,,National Licences: unil,oxford101093annonc8suppl_2S75
(NATIONALLICENCE)oxford-10.1093/annonc/mdt128,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdt128.pdf,,National Licences: unil,oxford101093annoncmdt128
(NATIONALLICENCE)oxford-10.1093/annonc/mds364,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mds364.pdf,,National Licences: uzh,oxford101093annoncmds364
(NATIONALLICENCE)oxford-10.1093/annonc/mdt405,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdt405.pdf,,National Licences: unibas,oxford101093annoncmdt405
(NATIONALLICENCE)oxford-10.1093/annonc/mdi110,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdi110.pdf,,National Licences: uzh,oxford101093annoncmdi110
(NATIONALLICENCE)oxford-10.1093/annonc/mdv283,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdv283.pdf,2018-09-01,National Licences: unibas unil uzh,oxford101093annoncmdv283
(NATIONALLICENCE)oxford-10.1016/S0895-7061(03)00904-X,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ajh/16_7_544.pdf,,National Licences: unil,oxford101016S089570610300904X
(NATIONALLICENCE)oxford-10.1016/S0895-7061(03)00903-8,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ajh/16_7_515.pdf,,National Licences: unil,oxford101016S0895706103009038
(NATIONALLICENCE)oxford-10.1016/j.amjhyper.2006.01.011,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ajh/19_8_782.pdf,,National Licences: uzh,oxford101016jamjhyper200601011
(NATIONALLICENCE)oxford-10.1093/logcom/exn106,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/logcom/exn106.pdf,,National Licences: unibe,oxford101093logcomexn106
(NATIONALLICENCE)oxford-10.1016/S0895-7061(02)02418-4,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ajh/15_S3_56Ab.pdf,,National Licences: unibas,oxford101016S0895706102024184
(NATIONALLICENCE)oxford-10.1093/annonc/mds226,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mds226.pdf,,National Licences: unil usi,oxford101093annoncmds226
(NATIONALLICENCE)oxford-10.1093/annonc/mds295,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mds295.pdf,,National Licences: unibe usi,oxford101093annoncmds295
(NATIONALLICENCE)oxford-10.1093/annonc/mds227,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mds227.pdf,,National Licences: usi,oxford101093annoncmds227
(NATIONALLICENCE)oxford-10.1093/annonc/mdg728,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdg728.pdf,,National Licences: unige,oxford101093annoncmdg728
(NATIONALLICENCE)oxford-10.1093/annonc/mdt010,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdt010.pdf,,National Licences: unil unine,oxford101093annoncmdt010
(NATIONALLICENCE)oxford-10.1093/annonc/mdr381,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdr381.pdf,,National Licences: uzh,oxford101093annoncmdr381
(NATIONALLICENCE)oxford-10.1093/annonc/mdh093,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdh093.pdf,,National Licences: unibe uzh,oxford101093annoncmdh093
(NATIONALLICENCE)oxford-10.1023/A:1008273131598,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/9-7-721.pdf,,National Licences: unibe,oxford101023A1008273131598
(NATIONALLICENCE)oxford-10.1093/annonc/mdp254,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdp254.pdf,,National Licences: uzh,oxford101093annoncmdp254
(NATIONALLICENCE)oxford-10.1093/annonc/mdv221,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdv221.pdf,2018-08-01,National Licences: unisg,oxford101093annoncmdv221
(NATIONALLICENCE)oxford-10.1093/annonc/mdi154,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdi154.pdf,,National Licences: unige unil,oxford101093annoncmdi154
(NATIONALLICENCE)oxford-10.1093/annonc/mdn292,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdn292.pdf,,National Licences: unibe,oxford101093annoncmdn292
(NATIONALLICENCE)oxford-10.1093/annonc/mdn080,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdn080.pdf,,National Licences: unibe,oxford101093annoncmdn080
(NATIONALLICENCE)oxford-10.1093/annonc/mdn076,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdn076.pdf,,National Licences: unibas,oxford101093annoncmdn076
(NATIONALLICENCE)oxford-10.1093/annonc/mdl245,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdl245.pdf,,National Licences: uzh,oxford101093annoncmdl245
(NATIONALLICENCE)oxford-10.1023/A:1011196910325,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/12-7-963.pdf,,National Licences: uzh,oxford101023A1011196910325
(NATIONALLICENCE)oxford-10.1023/A:1011153206003,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/12-7-981.pdf,,National Licences: unibe,oxford101023A1011153206003
(NATIONALLICENCE)oxford-10.1023/A:1008209005622,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/9-1-31.pdf,,National Licences: unil unine,oxford101023A1008209005622
(NATIONALLICENCE)oxford-10.1023/A:1008251507768,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/9-1-51.pdf,,National Licences: uzh,oxford101023A1008251507768
(NATIONALLICENCE)oxford-10.1093/oxfordjournals.annonc.a010598,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/7-4-339.pdf,,National Licences: unil,oxford101093oxfordjournalsannonca010598
(NATIONALLICENCE)oxford-10.1093/annonc/mdh142,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdh142.pdf,,National Licences: unibas,oxford101093annoncmdh142
